text,label
ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയ്ഡ് റോബോട്ട് 'രാഷ്മി' പുറത്തിറങ്ങി. കേരളത്തിലെ ഒരു സ്റ്റാർട്ട്അപ്പ് കമ്പനിയാണ് ഈ നൂതന ഉപകരണം വികസിപ്പിച്ചത്. മലയാളം ഉൾപ്പെടെ 100-ലധികം ഭാഷകളിൽ സംസാരിക്കാനും സങ്കീർണ്ണമായ ചോദ്യങ്ങൾക്ക് ഉത്തരം നൽകാനും രാഷ്മിക്ക് കഴിയും. ഇത് ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് മേഖലയിലെ ഒരു പ്രധാന നേട്ടമായി കണക്കാക്കപ്പെടുന്നു.,3
ഇന്ത്യയിലെ ആദ്യത്തെ സ്വദേശീയ ആപ്പിൾ സിലിക്കൺ ചിപ്പ് 'ആകാശ്' ഇന്ന് ഔദ്യോഗികമായി അവതരിപ്പിച്ചു. ഇത് കേരളത്തിലെ ഒരു ടെക് സ്റ്റാർട്ടപ്പ് നിർമ്മിച്ചതാണ്. ഈ ചിപ്പ് സ്മാർട്ട്ഫോണുകളുടെ വില കുറയ്ക്കുകയും പ്രകടനം വർദ്ധിപ്പിക്കുകയും ചെയ്യുമെന്ന് കമ്പനി പ്രതീക്ഷിക്കുന്നു. ഈ വിപ്ലവാത്മക നേട്ടം ഇന്ത്യൻ ടെക് വ്യവസായത്തിന് ഒരു പുതിയ തലമുറ തുറക്കുമെന്ന് വിദഗ്ധർ അഭിപ്രായപ്പെടുന്നു.,3
"ടെസ്ല കമ്പനിയുടെ പുതിയ സ്വയംചാലക വാഹന സംവിധാനം ഇന്ത്യയിൽ പരീക്ഷിക്കാൻ തീരുമാനിച്ചു. കൊച്ചി, ബെംഗളൂരു എന്നീ നഗരങ്ങളിലെ പ്രത്യേക റൂട്ടുകളിൽ ഈ ടെക്നോളജി പരീക്ഷിക്കും. ഇത് രാജ്യത്തിന്റെ ഗതാഗത മേഖലയിൽ വിപ്ലവകരമായ മാറ്റങ്ങൾ കൊണ്ടുവരുമെന്ന് വിദഗ്ദ്ധർ പ്രതീക്ഷിക്കുന്നു.",3
ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയിഡ് റോബോട്ട് 'രാഷ്ട്രപതി ഭവൻ ഇരുമ്പു മണി' എന്ന പേരിൽ അവതരിപ്പിച്ചു. ഐഐടി മദ്രാസിലെ ഗവേഷകർ വികസിപ്പിച്ച ഈ റോബോട്ടിന് മലയാളം ഉൾപ്പെടെ 12 ഇന്ത്യൻ ഭാഷകളിൽ സംവാദിക്കാനുള്ള കഴിവുണ്ട്. ഇത് രോഗികളെ സഹായിക്കുന്നതിനും പൊതു സേവന മേഖലകളിൽ ഉപയോഗപ്പെടുത്താനുമാണ് ലക്ഷ്യം.,3
ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയിഡ് റോബോട്ട് 'രാഷ്ട്രിയ'യെ ഐഐടി മദ്രാസ് വികസിപ്പിച്ചെടുത്തു. ഇന്ത്യൻ ഭാഷകൾ സംസാരിക്കാനും സാമൂഹിക ആശയങ്ങൾ മനസ്സിലാക്കാനും ഇതിന് കഴിയും. ഇന്ത്യൻ സാഹചര്യങ്ങൾക്ക് അനുയോജ്യമായ ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് സാങ്കേതികവിദ്യയുടെ വിജയമായാണ് ഇത് വിലയിരുത്തപ്പെടുന്നത്.,3
ഇന്ത്യയിലെ ആദ്യത്തെ സ്പേസ് മിഷൻ 'ഗഗന്യാൻ' 2025-ല്‍ വിജയകരമായി ആരംഭിക്കും എന്ന് ഇസ്‌റോ അധ്യക്ഷന്‍ ഡോ. എസ്. സോമനാഥ് പ്രഖ്യാപിച്ചു. ഈ ചരിത്രപ്രധാനമായ മനുഷ്യരെ എത്തിക്കുന്ന യാത്രയ്ക്കായി എല്ലാ തയ്യാറെടുപ്പുകളും പൂര്‍ത്തിയായി. രണ്ട് വര്‍ഷത്തിനുള്ളില്‍ ഭാരതീയ വിമാനയാത്രികളെ ബഹിരാകാശത്തേക്ക് കൊണ്ടുപോകാനുള്ള പദ്ധതിയാണിത്.,3
"ഇന്ത്യയിലെ ആദ്യത്തെ സ്പേസ് ബേസ്ഡ് സോളാർ പവർ പ്ലാന്റ് സ്ഥാപിക്കാൻ ഇസ്രോ തയ്യാറെടുക്കുന്നു. ഈ പരീക്ഷണാത്മക പദ്ധതി 2027-ലേക്ക് ലക്ഷ്യമിട്ടിരിക്കുന്നു. ഭൂമിയിലേക്ക് സൗരോർജ്ജം പ്രസരണം ചെയ്യാൻ ഒരു ഉപഗ്രഹം ഉപയോഗിക്കും. വിജയിച്ചാൽ, ശുദ്ധമായ ഊർജ്ജത്തിന് ഒരു പുതിയ മാർഗ്ഗം ഇത് തുറന്നുതരും.",3
"ഇന്ത്യയിലെ ആദ്യത്തെ സ്പേസ് മിഷൻ ഗഗന്യാൻ ജൂലൈ 2025-ന് തയ്യാറാകുമെന്ന് ഇസ്രോ അറിയിച്ചു. ഈ ചരിത്രപ്രധാനമായ യാത്രയിൽ മൂന്ന് അസ്ട്രോനോട്ടുകൾ പങ്കെടുക്കും. ഇതേസമയം, ചന്ദ്രയാന്‍-3 ദൗത്യത്തിനുള്ള തയ്യാറെടുപ്പുകളും ശക്തമായി നടക്കുന്നു. ഇന്ത്യൻ ബഹിരാകാശ ഗവേഷണം പുതിയ ഉയരങ്ങളിലേക്ക് എത്തുകയാണ്.",3
ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയിഡ് റോബോട്ട് 'രാഷ്ട്രപതി ഡ്രോൺ' ഇന്ന് പ്രദർശനത്തിനെത്തി. ഐഐടി മദ്രാസിൽ നടന്ന ടെക് ഉത്സവത്തിൽ ഈ റോബോട്ട് വിദ്യാർത്ഥികൾക്ക് മുന്നിൽ സംസാരിക്കുകയും നൃത്തം ചെയ്യുകയും ചെയ്തു. കൃത്രിമ ബുദ്ധിയുടെ സഹായത്തോടെ സങ്കീർണ്ണമായ ചുമതലകൾ നിറവേറ്റാൻ ഇതിന് സാധിക്കും എന്ന് സംവിധായകർ പറഞ്ഞു.,3
ടെസ്ല കമ്പനിയുടെ പുതിയ സെൽഫ് ഡ്രൈവിംഗ് സോഫ്റ്റ്വെയർ അപ്ഡേറ്റ് ഇന്ത്യയിൽ ലഭ്യമായി. ഈ സാങ്കേതികവിദ്യ വാഹനങ്ങളുടെ സുരക്ഷയും കാര്യക്ഷമതയും ഗണ്യമായി വർദ്ധിപ്പിക്കുമെന്ന് കമ്പനി പ്രതീക്ഷിക്കുന്നു. പുതിയ അൽഗോരിതം റോഡിലെ അപകടസാധ്യതകൾ കൂടുതൽ കൃത്യമായി കണ്ടെത്തുകയും പ്രതികരിക്കുകയും ചെയ്യും.,3
ഇന്ത്യയിലെ ആദ്യത്തെ സ്പേസ് ടൂറിസം മിഷനായ 'ഗഗന്യാൻ' വിജയകരമായി പൂർത്തിയായി. ഈ ചരിത്രപ്രധാന യാത്രയിൽ മൂന്ന് യാത്രക്കാർ ഭാഗഭാക്കുകളായി. ഐഎസ്ആർ‌ഒയുടെ ഈ നേട്ടം രാജ്യത്തെ ബഹിരാകാശ സാങ്കേതികവിദ്യയിൽ പുതിയ അധ്യായം തുറന്നു.,3
ഇന്ത്യയിലെ ആദ്യത്തെ സ്പേസ് ടൂറിസം മിഷനായ 'ഗഗന്യാൻ' യഥാസമയം തയ്യാറാകുകയാണ്. ഇസ്രോയുടെ നേതൃത്വത്തിൽ നാല് സഹജീവികളുമായി മൂന്ന് ദിവസം ബഹിരാകാശത്ത് കഴിയാനുള്ള തയ്യാറെടുപ്പുകൾ പൂർത്തിയായി. 2025-ലെ ഈ ചരിത്രപ്രധാന യാത്രയ്ക്കായി നാല് വ്യോമഗാമികൾ തിരഞ്ഞെടുക്കപ്പെട്ടു.,3
"ടെസ്ല കമ്പനി അടുത്ത വർഷം ഇന്ത്യയിൽ തന്റെ ഇലക്ട്രിക് വാഹനങ്ങൾ വിൽക്കാൻ തീരുമാനിച്ചു. ആദ്യ ഘട്ടത്തിൽ മോഡൽ 3, മോഡൽ Y എന്നീ കാറുകൾ ബംഗളൂരുവിലെ ഒരു പുതിയ ഷോറൂമിൽ നിന്ന് ലഭ്യമാകും. ഇന്ത്യൻ ഇവി വിപണിയിൽ ഇത് ഒരു പ്രധാന മാറ്റമായി വിലയിരുത്തപ്പെടുന്നു.",3
ടെസ്ല കമ്പനി അടുത്ത വർഷം ഇന്ത്യയിൽ തങ്ങളുടെ ഇലക്ട്രിക് വാഹനങ്ങൾക്കായുള്ള സൂപ്പർചാർജിംഗ് നെറ്റ്വർക്ക് വികസിപ്പിക്കാൻ പദ്ധതിയിടുന്നു. ഈ പദ്ധതിയിൽ രാജ്യത്ത് 20-ലധികം ചാർജിംഗ് സ്റ്റേഷനുകൾ സ്ഥാപിക്കുന്നത് ഉൾപ്പെടുന്നു. ഇത് ഇന്ത്യൻ ഇവി മാർക്കറ്റിൽ ടെസ്ലയുടെ സാന്നിധ്യം ശക്തിപ്പെടുത്തുകയും ഇലക്ട്രിക് വാഹന ഉപഭോക്താക്കൾക്ക് വലിയ സൗകര്യം നൽകുകയും ചെയ്യും.,3
"ഗൂഗിളിന്റെ പുതിയ ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് മോഡലായ 'ജെമിനി 2.0' ഇന്ന് ഔദ്യോഗികമായി വിടുകയായി. കമ്പനി പറയുന്നത്, ടെക്സ്റ്റ്, ഇമേജ്, ഓഡിയോ ഡാറ്റകൾ വിശകലനം ചെയ്യുന്നതിൽ ഇത് മുൻപുള്ളതിനേക്കാൾ വളരെ മികച്ചതാണെന്നാണ്. ഈ അപ്ഡേറ്റ് വിവിധ ഭാഷകളിലെ ഉപയോക്താക്കൾക്ക് കൂടുതൽ കൃത്യതയോടെയുള്ള സേവനം നൽകുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",3
"ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയിഡ് റോബോട്ട് 'രാഷ്ട്രിയ'യെ ഐഐടി ബോംബെയിലെ ഗവേഷകർ അവതരിപ്പിച്ചു. ഇംഗ്ലീഷ്, ഹിന്ദി എന്നീ ഭാഷകളിൽ സംഭാഷണം നടത്താനും മനുഷ്യന്റെ ചുവടുകൾ പിന്തുടരാനും ഈ റോബോട്ടിന് സാധിക്കും. ഇത് ഭാവിയിലെ സേവന മേഖലയിൽ വിപ്ലവം സൃഷ്ടിക്കുമെന്ന് വിദഗ്ധർ പ്രതീക്ഷിക്കുന്നു.",3
ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയിഡ് റോബോട്ട് 'രാഷ്ട്രിയ ബോട്ട്' ഇന്ന് പൊതുജനങ്ങൾക്ക് മുന്നിൽ അവതരിപ്പിച്ചു. ഈ റോബോട്ടിന് മലയാളം ഉൾപ്പെടെ നാല് ഭാഷകളിൽ സംവാദിക്കാനും വിവിധ സേവന മേഖലകളിൽ പ്രവർത്തിക്കാനും കഴിയും. ഇത് കൃത്രിമബുദ്ധി സാങ്കേതികവിദ്യയിലെ ഒരു പ്രധാന കുതിച്ചുചാട്ടമായി വിദഗ്ധർ വിലയിരുത്തുന്നു.,3
ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയിഡ് റോബോട്ട് 'രാഷ്ട്രീയം' അവതരിപ്പിച്ചു. കൊച്ചി ഐടിമാക്ക് വികസിപ്പിച്ചെടുത്ത ഈ റോബോട്ടിന് മലയാളം ഉൾപ്പെടെ നിരവധി ഭാഷകൾ സംസാരിക്കാനും സങ്കീർണ്ണമായ ചോദ്യങ്ങൾക്ക് ഉത്തരം നൽകാനും കഴിയും. ഇത് ആശുപത്രികളിലും വിദ്യാഭ്യാസ മേഖലകളിലും സേവനമനുഷ്ഠിക്കും എന്നാണ് പ്രതീക്ഷിക്കുന്നത്.,3
ഇന്ത്യയിലെ ആദ്യത്തെ സ്വദേശീയ ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് (AI) ചിപ്പ് 'ഐഎൻഎഐ' വിജയകരമായി പ്രവർത്തനമാരംഭിച്ചു. ബാംഗ്ലൂരുമൂലമുള്ള സ്ടാർട്ടപ്പ് മൈൻഡ്സ്കെയ്പ് ഐഒടി ലാബ്സാണ് ഈ ചിപ്പ് വികസിപ്പിച്ചത്. ഇത് ഊർജ്ജസംരക്ഷണത്തിനും വേഗതയ്ക്കും പ്രാധാന്യം നൽകുകയും ഡാറ്റാ സെന്ററുകളിലും സ്മാർട്ട് ഉപകരണങ്ങളിലും ഉപയോഗിക്കാൻ കഴിയുകയും ചെയ്യും. ഈ നേട്ടം ഇന്ത്യൻ ടെക് മേഖലയിലെ ഒരു പ്രധാന മൈലുകല്ലായി കണക്കാക്കപ്പെടുന്നു.,3
ഇന്ത്യയിലെ ആദ്യത്തെ സാങ്കേതിക വിദ്യാർത്ഥി ഉപഗ്രഹമായ 'ജൂവൻ സാറ്റലൈറ്റ്' വിജയകരമായി വിക്ഷേപിച്ചു. ഇസ്രോയുടെ പിഎസ്എൽവി റോക്കറ്റ് ഇത് ഭൂമിയുടെ ഭ്രമണപഥത്തിലെത്തിച്ചു. രാജ്യത്തെ യുവ ശാസ്ത്രജ്ഞർക്ക് വലിയ പ്രചോദനമാണ് ഈ നേട്ടം. ഭാവിയിൽ കൂടുതൽ വിദ്യാർത്ഥി ഉപഗ്രഗങ്ങൾ നിർമ്മിക്കാനുള്ള വഴിതുറന്നു.,3
ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയിഡ് റോബോട്ട് 'രാഷ്ട്രിയ'യെ ഐഐടി മദ്രാസ് വികസിപ്പിച്ചെടുത്തു. ഇന്ത്യൻ സംസ്കാരവും ഭാഷകളും മനസ്സിലാക്കാനും പ്രതികരിക്കാനും ഇതിന് കഴിയും. ഈ നൂതന സംരംഭം കൃത്രിമബുദ്ധി ടെക്നോളജിയിലെ ഇന്ത്യയുടെ പുരോഗതിയെ ഊന്നിപ്പറയുന്നു. ഭാവിയിൽ ആശുപത്രികളിലും വിദ്യാഭ്യാസ മേഖലകളിലും റോബോട്ട് സഹായിക്കും.,3
ഇന്ത്യയിലെ ആദ്യത്തെ ഹ്യൂമനോയിഡ് റോബോട്ട് 'രാഷ്ട്രപതി ഡി.എം.എസ്' ഇന്ന് പൊതുജനങ്ങൾക്ക് മുന്നിൽ അവതരിപ്പിച്ചു. കേരളത്തിലെ ഒരു സ്റ്റാർട്ടപ്പ് കമ്പനിയാണ് ഈ നൂതന യന്ത്രം നിർമ്മിച്ചത്. ഇതിന് മനുഷ്യരുമായി സംഭാഷണം നടത്താനും വിവിധ ജോലികൾ ചെയ്യാനും കഴിയും. ഭാവിയിൽ ആരോഗ്യരംഗത്തും വിദ്യാഭ്യാസത്തിലും ഇത്തരം റോബോട്ടുകൾ പ്രധാന പങ്ക് വഹിക്കുമെന്ന് ശാസ്ത്രജ്ഞർ പ്രതീക്ഷിക്കുന്നു.,3
ഇന്ത്യയിലെ ആദ്യത്തെ സ്പേസ് ബസ് 'വായോമിത്ര' ഇന്ത്യൻ എയർഫോഴ്സ് പൈലറ�് ആയ കൽപന ചാവ്ലയുടെ നേതൃത്വത്തിൽ 2024 സെപ്റ്റംബറിൽ ബഹിരാകാശത്തേക്ക് പറക്കും. ഈ ചരിത്രപ്രധാനമായ ഗഗനയാത്രയ്ക്കായി ഇസ്രോ തയ്യാറെടുപ്പുകൾ പൂർത്തിയാക്കി. ഈ ദൗത്യം രാജ്യത്തിന്റെ ബഹിരാകാശ സാങ്കേതിക വിദ്യയിലെ ഒരു പ്രധാന ഘട്ടമായി കണക്കാക്കപ്പെടുന്നു.,3
ഇന്ത്യയിലെ ആദ്യത്തെ സ്വദേശീയ ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് (AI) ചിപ്പ് 'ഐഎൻഎഐ' പുറത്തിറങ്ങി. ബാംഗ്ലൂരുമൂലമുള്ള സ്ടാർട്ടപ്പ് ആയ ആഗ്നി ചിപ്പ്സ് കോർപ്പറേഷൻ ആണ് ഈ ചിപ്പ് വികസിപ്പിച്ചത്. ഡാറ്റാ സെന്ററുകൾക്കും സൂപ്പർകമ്പ്യൂട്ടിംഗ് ആപ്ലിക്കേഷനുകൾക്കും വേണ്ടി രൂപകൽപ്പന ചെയ്തിരിക്കുന്ന ഈ ചിപ്പ് രാജ്യത്തിന് സാങ്കേതിക മേഖലയിൽ ഒരു പ്രധാന നേട്ടമാണ്.,3
ഇന്ത്യയിലെ ആദ്യത്തെ സ്പേസ് ടൂറിസം മിഷനായ 'ഗഗന്യാൻ' 2025-ല്‍ വിക്ഷേപിക്കും. ഇസ്‌റോയുടെ ഈ പരികല്‍പന രാജ്യത്തിന്റെ വളര്‍ച്ചയില്‍ ഒരു പുതിയ അധ്യായമായി മാറുമെന്ന് പ്രധാനമന്ത്രി നരേന്ദ്ര മോദി പറഞ്ഞു. ഈ പദ്ധതി ഭാവി തലമുറയെ ബഹിരാകാശ ഗവേഷണത്തിലേക്ക് പ്രേരിപ്പിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,3
"ഇന്ത്യയിലെ ആദ്യത്തെ സ്പേസ് ബേസ്ഡ് സോളാർ പവർ പ്ലാന്റ് സ്ഥാപിക്കുന്നതിന് ഐഎസ്റ്റിആർഒയും വിക്രം സാറാഭായി സ്പേസ് സെന്ററും തമ്മിൽ കരാർ ഒപ്പിട്ടു. ഈ പരീക്ഷണാത്മക പദ്ധതി സൂര്യപ്രകാശം നേരിട്ട് ഭൂമിയിലേക്ക് കൈമാറുന്നതിനുള്ള സാങ്കേതിക വിദ്യ പരീക്ഷിക്കും. ഇത് വിജയിച്ചാൽ, ഭാവിയിൽ തുടർച്ചയായ ശുദ്ധമായ ഊർജ്ജം ലഭ്യമാക്കാൻ കഴിയും.",3
ഇന്ത്യയിലെ ആദ്യത്തെ സ്പേസ് മിഷൻ ഗഗന്യാൻ ഡിസംബറിൽ പുറപ്പെടുവിക്കാനുള്ള തയ്യാറെടുപ്പുകൾ ആരംഭിച്ചു. ഈ ചരിത്രപ്രധാനമായ യാത്രയിൽ മൂന്ന് അസ്ട്രോണോട്ടുകൾ പങ്കെടുക്കും. ഇസ്രോയുടെ എൽവിഎം3 റോക്കറ്റ് ഉപയോഗിച്ചുള്ള ഈ മനുഷ്യരെ ബഹിരാകാശത്തേക്ക് കൊണ്ടുപോകുന്ന ദൗത്യം രാജ്യത്തിന് ഒരു പുതിയ മൈലുകല്ലായി മാറും.,3
"ഇന്ത്യയിലെ ആദ്യത്തെ സ്വദേശീയ ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് (AI) ചിപ്പ് 'ഐഷാ' പുറത്തിറങ്ങി. കേരളത്തിലെ സ്റ്റാർട്ട്അപ്പായ ടെക് ട്രോൺ ഇൻഫോസിസ്റ്റംസാണ് ഈ ചിപ്പ് വികസിപ്പിച്ചത്. ഭാഷാ വിവർത്തനം, ചിത്രസംസ്കരണം തുടങ്ങിയ ജോലികൾക്ക് ഇത് വളരെ കാര്യക്ഷമമായി പ്രവർത്തിക്കും എന്ന് കമ്പനി പറയുന്നു. ഈ വിപ്ലവാത്മക നേട്ടം ഇന്ത്യൻ ടെക് വിപണിയിൽ പുതിയ തിരിവുണ്ടാക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",3
ഇന്ത്യയിലെ ആദ്യത്തെ സ്പേസ് ടൂറിസം മിഷനായ 'ഗഗന്യാൻ' ക്രൂ മോഡ്യൂളിന്റെ രൂപകല്പന പൂർത്തിയായി. ഇസ്രോയുടെ എൽവാക്‌ എംജിനീയർമാർ നടത്തിയ വിജയകരമായ ക്രൂ എസ്കേപ്പ് സിസ്റ്റം ടെസ്റ്റിംഗ് ശ്രദ്ധ ആകർഷിച്ചു. 2025-ലെ ഈ ചരിത്ര യാത്രയ്ക്കായി തയ്യാറെടുപ്പുകൾ ത്വരിതപ്പെടുത്തുന്നു.,3
"ഇന്ത്യയിലെ ഏറ്റവും വലിയ ബ്രോഡ്ബാൻഡ് നെറ്റ്‌വർക്കായ ഭാരത് നെറ്റ്, രാജ്യത്തെ എല്ലാ ഗ്രാമങ്ങളിലേക്കും എത്തിയതായി കേന്ദ്ര ആശയ വിനിമയ മന്ത്രി അശ്വിനി വൈഷ്ണവ് അറിയിച്ചു. ഈ മൈൽസ്റ്റോൺ ഇന്ത്യയുടെ ഡിജിറ്റൽ ഇൻഫ്രാസ്ട്രക്ചർ ശക്തിപ്പെടുത്തുന്നതിൽ ഒരു പ്രധാന ഘട്ടമാണ്. ഇത് വിദൂര പ്രദേശങ്ങളിലുള്ള ലക്ഷക്കണക്കിന് പൗരന്മാർക്ക് ഉയർന്ന വേഗതയുള്ള ഇന്റർനെറ്റ് സേവനം ലഭ്യമാക്കും.",3
