text,label
"കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ ലുലു ഗ്രൂപ്പ്, തമിഴ്നാട്ടിലെ കോയമ്പത്തൂരിൽ പുതിയ ശാഖ തുറക്കുമെന്ന് പ്രഖ്യാപിച്ചു. 500 കോടി രൂപ മുതൽമുടക്കിലുള്ള ഈ പദ്ധതി അടുത്ത വർഷം പൂർത്തിയാകുമെന്ന് കമ്പനി പറഞ്ഞു. ഇത് പ്രദേശത്ത് 1500 ത്തോളം തൊഴിൽ അവസരങ്ങൾ സൃഷ്ടിക്കും.",2
കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ 'ഗ്രാൻഡ് മാള്' തുടങ്ങുന്നു. കോഴിക്കോട് നഗരത്തിനടുത്തുള്ള ഈ പുതിയ കേന്ദ്രം 200-ലധികം ബ്രാന്റഡ് കടകളുമായി തുറക്കും. ഇത് 500-ലധികം തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കുമെന്ന് മാനേജിംഗ് ഡയറക്ടർ ശ്രീ. രാജീവ് മേനോൻ അറിയിച്ചു. ഈ വർഷം നവംബറിൽ ഇത് ഔദ്യോഗികമായി ഉദ്ഘാടനം ചെയ്യപ്പെടും.,2
കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ 'ഗ്രാൻഡ് ബസാർ' തുടങ്ങുന്നു. തിരുവനന്തപുരം ജില്ലയിലെ കാഴ്ചബന്ധം പ്രദേശത്ത് നൂറു കോടി രൂപ മുതൽമുടക്കിലാണ് ഈ പദ്ധതി. ഇത് ആയിരത്തിലധികം പേർക്ക് തൊഴിൽ അവസരങ്ങൾ സൃഷ്ടിക്കും എന്ന് ഡവലപ്പർമാർ പ്രതീക്ഷിക്കുന്നു. ഈ വർഷം ഡിസംബറിൽ ഇത് പൂർണ്ണമായും പ്രവർത്തനം തുടങ്ങുമെന്ന് പ്രതീക്ഷിക്കപ്പെടുന്നു.,2
കൊച്ചിയിലെ ആദ്യത്തെ ഐടി കോ-വർക്കിംഗ് സ്പേസ് 'ഇന്നോവേഷൻ ഹബ്' അടുത്ത മാസം തുറക്കുന്നു. ഇത് ആരംഭിക്കുന്നതോടെ 50-ലധികം സ്റ്റാർട്ട്അപ്പുകൾക്കും സ്വതന്ത്ര തൊഴിലാളികൾക്കും ആധുനിക സൗകര്യങ്ങളോടെ കൂടിയ പ്രവർത്തന മേഖല ലഭ്യമാകും. ഈ പദ്ധതി പ്രാദേശിക സംരംഭകത്വത്തിന് ശക്തിയേകുമെന്ന് ഐടി മന്ത്രി പ്രകാശ് ജാവഡേക്കർ പറഞ്ഞു.,2
കൊച്ചിയിലെ ആദ്യത്തെ ഐഎസ്ഒ സർട്ടിഫൈഡ് ഹരിത ഹൈഡ്രജൻ പ്ലാന്റിന് കേരള സർക്കാർ അനുമതി നൽകി. രണ്ട് ദശലക്ഷം രൂപ മൂലധനമുള്ള ഈ പദ്ധതി സംസ്ഥാനത്തെ ശുദ്ധഊർജ്ജ മേഖലയിൽ പുതിയ തിരിവുണ്ടാക്കും. ഇത് പ്രാദേശിക തോതിൽ അഞ്ച് ദിവസത്തിനുള്ളിൽ പ്രവർത്തനമാരംഭിക്കും എന്ന് കമ്പനി ഉന്നതാധികാരികൾ പറഞ്ഞു.,2
കേരളത്തിലെ സ്റ്റാർട്ടപ്പുകൾക്ക് സർക്കാർ പുതിയ പദ്ധതി പ്രഖ്യാപിച്ചു. 'ഇന്നോവേറ്റ് കേരളം' എന്ന പദ്ധതിയിൽ 100 കോടി രൂപ നിക്ഷേപിക്കും. ഇത് യുവ സംരംഭകർക്ക് സാങ്കേതികവിദ്യയും മാർഗനിർദേശവും നൽകി ജോലി സൃഷ്ടിക്കും.,2
"കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ ലുലു ഗ്രൂപ്പ്, അടുത്ത അഞ്ച് വർഷത്തിനുള്ളിൽ തമിഴ്നാട്ടിൽ 15,000 കോടി രൂപ നിക്ഷേപിച്ച് മൂന്ന് പുതിയ മാളുകൾ നിർമ്മിക്കുമെന്ന് പ്രഖ്യാപിച്ചു. ഈ പദ്ധതി 5,000 ത്തിലധികം പേർക്ക് തൊഴിൽ അവസരങ്ങൾ സൃഷ്ടിക്കും. ഗ്രൂപ്പിന്റെ ചെയർമാൻ എം.എ. യൂസഫലി ഇത് വിപണി വിപുലീകരണത്തിന്റെ ഒരു പ്രധാന ഘട്ടമാണെന്ന് പറഞ്ഞു.",2
കൊച്ചിയിലെ ആദ്യത്തെ ഐടി പാർക്ക് 'സൈബർ സിറ്റി' ഇന്ന് ഉദ്ഘാടനം ചെയ്യപ്പെടുന്നു. മുഖ്യമന്ത്രി പിണറായി വിജയൻ ഈ പദ്ധതി ഉദ്ഘാടനം ചെയ്യും. 50 കോടി രൂപ മുതൽമുടക്കിലുള്ള ഈ പദ്ധതി 5000 ത്തോളം തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു. ഇത് കേരളത്തിന്റെ സാങ്കേതിക മേഖലയ്ക്ക് ഒരു പുതിയ ചാല്വെജ് നൽകുമെന്ന് വിദഗ്ധർ അഭിപ്രായപ്പെടുന്നു.,2
കേരളത്തിലെ പ്രധാന വ്യവസായ മേഖലകളിലൊന്നായ കൈത്തറി മേഖലയ്ക്ക് ഗുണനിലവാരം ഉയർത്താനും ലോക കമ്പോളത്തിലെത്താനും സർക്കാർ പുതിയ ഒരു പദ്ധതി അനുമോദിച്ചു. ഇതിനായി 50 കോടി രൂപ നീക്കിവച്ചിട്ടുണ്ട്. ഈ പദ്ധതി വഴി ഏകദേശം പതിനായിരം കുടുംബങ്ങൾക്ക് നേരിട്ട് പ്രയോജനം ലഭിക്കുമെന്ന് വ്യവസായ മന്ത്രി പി. രാജീവ് പറഞ്ഞു.,2
കൊച്ചിയിലെ ആദ്യത്തെ ഐഎസ്ഒ സർട്ടിഫൈഡ് ഗ്രീൻ ഹൈഡ്രജൻ പ്ലാന്റിന് കേന്ദ്ര സർക്കാർ അനുമതി നൽകി. ടാറ്റാ മോട്ടോഴ്സിനും ഇന്ത്യൻ ഓയിൽ കോർപ്പറേഷനും (ഐഓസി) ചേർന്ന് 500 കോടി രൂപ മുതൽമുടക്കിലാണ് ഈ പദ്ധതി. ഇത് രാജ്യത്തിന്റെ ശുദ്ധ ഊർജ്ഗതാഗത മേഖലയിലെ ഒരു പ്രധാന മുന്നേറ്റമായി കണക്കാക്കപ്പെടുന്നു.,2
കൊച്ചിയിലെ ആദ്യത്തെ ഐഎസ്ഒ സർട്ടിഫൈഡ് ഹരിത ഹൈഡ്രജൻ പ്ലാന്റിന്റെ തറക്കല്ല് നാളെ വെക്കും. ടാറ്റാ മോട്ടോഴ്സിനൊപ്പം ബന്ധപ്പെട്ട കമ്പനിയായ എജിയെസിഎം ആണ് 200 കോടി രൂപ മുതൽമുടക്കിലുള്ള ഈ പദ്ധതി നടത്തുന്നത്. ഇത് കേരളത്തിലെ ശുദ്ധമായ ഊർജ മേഖലയിലെ ഒരു പ്രധാന മാറ്റമായി കണക്കാക്കപ്പെടുന്നു.,2
കൊച്ചിയിലെ ആദ്യത്തെ ഐക്യദാർഢ്യ ബാങ്ക് ശാഖ തിരുവനന്തപുരത്ത് തുറന്നു. ബാങ്കിന്റെ ചെയർമാൻ ശ്രീ. രാജീവ് മൂർത്തി ഉദ്ഘാടനം നിർവ്വഹിച്ചു. രാഷ്ട്രീയ സംഘടനകളുടെ പങ്കാളിത്തത്തോടെയുള്ള ഈ ബാങ്കിംഗ് മാതൃക രാജ്യത്ത് തന്നെ ആദ്യമാണെന്ന് അദ്ദേഹം പറഞ്ഞു. പുതിയ ശാഖയിലൂടെ എല്ലാ വിഭാഗം ആളുകൾക്കും ആധുനിക ബാങ്കിംഗ് സേവനങ്ങൾ ലഭ്യമാക്കുമെന്നും അറിയിച്ചു.,2
കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ 'ഗ്രാൻഡ് മാള' തിരുവനന്തപുരത്ത് അടുത്ത മാസം തുറക്കും. 150 കോടി രൂപ മുതൽമുടക്കിലുള്ള ഈ പദ്ധതി 500-ലധികം ആളുകൾക്ക് തൊഴിൽ നൽകും. ഇത് നഗരത്തിന്റെ ചിലപ്പുറം വ്യാപാര കേന്ദ്രമായി മാറുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,2
കൊച്ചിയിലെ സ്റ്റാർട്ടപ്പ് 'ഗ്രീൻ ടെക് സൊലൂഷൻസ്' 50 കോടി രൂപ നിക്ഷേപം നേടി. ഈ ഫണ്ടിംഗ് നേതൃത്വം നൽകിയത് ബെംഗളൂരുകേന്ദ്രീകരിച്ച ഒരു വെഞ്ചർ കാപിറ്റൽ ഫംഗ്ഷനാണ്. കമ്പനി പുതിയ തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കുകയും സസ്തനികളുടെ മാനേജ്മെന്റിനായി അവരുടെ ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് പ്ലാറ്റ്ഫോം വികസിപ്പിക്കുകയും ചെയ്യും എന്ന് പ്രഖ്യാപിച്ചു.,2
"കൊച്ചിയിലെ ആദ്യത്തെ ഐഎസ്ഒ സർട്ടിഫൈഡ ഗ്രീൻ ഹൈഡ്രജൻ പ്ലാന്റിന് കേരള സർക്കാർ ഹരിത ശ്രേണി നൽകി. ഇത് രാജ്യത്തെ ശുദ്ധ ഊർജ്ജ മേഖലയിൽ ഒരു പ്രധാന മാറ്റമാണ്. 50 മെഗാവാട്ട് ശേഷിയുള്ള ഈ പദ്ധതി വർഷത്തിൽ 5,000 തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു. ഇത് സംസ്ഥാനത്തിന്റെ സുസ്ഥിര വികസന ലക്ഷ്യങ്ങളെ ശക്തിപ്പെടുത്തും.",2
കേരളത്തിലെ ഏറ്റവും വലിയ റീട്ടെയിൽ ശൃംഖലയായ 'മാതൃഭൂമി മാൾസ്' തമിഴ്നാട്ടിലെ കോയമ്പത്തൂരിൽ പുതിയ ബ്രാഞ്ച് തുറക്കുമെന്ന് കമ്പനി പ്രഖ്യാപിച്ചു. ഈ വർഷം അവസാനം വരെ തെക്കേ ഇന്ത്യയിൽ 10 പുതിയ കടകൾ തുറക്കാനുള്ള പദ്ധതിയാണ് കമ്പനിക്കുള്ളതെന്ന് എംഡി ശ്രീ. രാജീവ് മേനോൻ വ്യക്തമാക്കി. 200 കോടി രൂപയുടെ നിക്ഷേപത്തോടെയുള്ള ഈ വികസനം 500-ലധികം പേർക്ക് തൊഴിൽ അവസരങ്ങൾ സൃഷ്ടിക്കും.,2
കൊച്ചിയിലെ ആദ്യത്തെ ഐഎസ്ഒ സർട്ടിഫൈഡ് ഗ്രീൻ ഹൈഡ്രജൻ പ്ലാന്റിന് കേരള സർക്കാർ അനുമതി നൽകി. രണ്ടായിരം കോടി രൂപ മുതൽമുടക്കിലുള്ള ഈ പദ്ധതി നടപ്പാക്കുന്നത് ഹൈഡ്രജൻ എനർജി ലാബ്സ് ആണ്. ഇത് സംസ്ഥാനത്തേക്ക് വൻനിക്ഷേപം ആകർഷിക്കുകയും ശുദ്ധവായു ലക്ഷ്യങ്ങൾക്ക് വേഗം കൂട്ടുകയും ചെയ്യും.,2
കൊച്ചിയിലെ സ്റ്റാർട്ടപ്പ് കമ്പനി ഗ്രീൻടെക് സോളൂഷൻസ് ജപ്പാനിലെ ഒരു നിക്ഷേപ കമ്പനിയിൽ നിന്ന് 50 കോടി രൂപ നിക്ഷേപം നേടി. ഈ ഫണ്ട് പുതിയ ഊർജ്ഛാപക സാങ്കേതികവിദ്യ വികസിപ്പിക്കാനും ഏഷ്യൻ വിപണികളിലേക്ക് വ്യാപാരം വികസിപ്പിക്കാനും ഉപയോഗിക്കും. കമ്പനി ഇത് വർഷാവസാനം前までに 50 പുതിയ ജോലി സ്ഥാനങ്ങൾ സൃഷ്ടിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,2
കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ ഗ്രാന്റ് മാളിൽ ഒരു പുതിയ ഫുഡ് കോർട്ട് തുറന്നു. ഇത് 50-ലധികം പാചകക്കാരെ തൊഴിലവസരമായി നൽകുമെന്ന് മാനേജ്മെന്റ് പറഞ്ഞു. ഈ നിക്ഷേപം പ്രാദേശിക സാമ്പത്തിക പ്രവർത്തനങ്ങളെ ശക്തിപ്പെടുത്തുമെന്ന് പ്രതീക്ഷിക്കപ്പെടുന്നു.,2
"കേരളത്തിലെ ഏറ്റവും വലിയ റീട്ടെയിൽ ശൃംഖലയായ 'സൗഭാഗ്യ മാർട്ട്', അടുത്ത അഞ്ച് വർഷത്തിനുള്ളിൽ 50 പുതിയ ശാഖകൾ തുറക്കാൻ തീരുമാനിച്ചു. ഈ വിപുലീകരണത്തിനായി കമ്പനി 200 കോടി രൂപ നിക്ഷേപിക്കും. ഇത് സംസ്ഥാനത്ത് 1,000 ത്തോളം പുതിയ തൊഴിൽ അവസരങ്ങൾ സൃഷ്ടിക്കുമെന്ന് ചെയർമാൻ രാജീവ് മേനോൻ അറിയിച്ചു.",2
"കൊച്ചിയിലെ ആദ്യത്തെ ഐടി പാർക്ക് 'ഇൻ്ഫോപാർക്ക്' അടുത്ത മൂന്ന് വർഷത്തിനുള്ളിൽ 5,000 പുതിയ ജോലികൾ സൃഷ്ടിക്കുമെന്ന് കമ്പനി അധികൃതർ പ്രഖ്യാപിച്ചു. ഇതിനായി 200 കോടി രൂപ നിക്ഷേപിക്കാനുള്ള പദ്ധതിയാണ് അവർ മുന്നോട്ട് വയ്ക്കുന്നത്. ഈ വികസനം സംസ്ഥാനത്തിന് കൂടുതൽ വിദേശ നിക്ഷേപം ആകർഷിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",2
"കൊച്ചിയിലെ ആദ്യത്തെ ഐഎസ്ഒ സർട്ടിഫൈഡ് ഹരിത ഹൈഡ്രജൻ പ്ലാന്റിന് ഇന്ത്യൻ ഓയിൽ കോർപ്പറേഷന് (ഐഓസി) സർക്കാർ അനുമതി നൽകി. 238 കോടി രൂപ മുതൽമുടക്കിലുള്ള ഈ പദ്ധതി വർഷത്തിൽ 5,000 മെട്രിക് ടൺ ഹരിത ഹൈഡ്രജൻ ഉത്പാദിപ്പിക്കും. ഇത് കമ്പനിയുടെ കാർബൺ അടിസ്ഥാനം കുറയ്ക്കുന്നതിന് പ്രധാന പങ്ക് വഹിക്കും.",2
കൊച്ചിയിലെ ആദ്യത്തെ ഐഎസ്ഒ സർട്ടിഫൈഡ് ഹരിത ഹൈഡ്രജൻ പ്ലാന്റിന് ബിസിനസ്സ് ഓൺമാർക്ക് ലഭിച്ചു. 50 കോടി രൂപ മുതൽമുടക്കിലുള്ള ഈ പദ്ധതി തുടക്കത്തിൽ ദിവസേന 10 ടൺ ഹൈഡ്രജൻ ഉത്പാദിപ്പിക്കും. ഇത് പ്രാദേശിക വ്യവസായങ്ങൾക്ക് ശുദ്ധമായ ഊർജ്ജം നൽകുകയും കേരളത്തിന്റെ ശുദ്ധോർജ്ജ ലക്ഷ്യങ്ങൾക്ക് വേഗത കൂട്ടുകയും ചെയ്യും.,2
"കൊച്ചിയിലെ ആദ്യത്തെ ഐഎസ്ഒ സർട്ടിഫൈഡ് ഹരിത ഹൈഡ്രജൻ പ്ലാന്റിന് കേന്ദ്ര സർക്കാർ അന്തിമ അനുമതി നൽകി. 500 കോടി രൂപ മുതൽമുടക്കിലുള്ള ഈ പദ്ധതി രാജ്യത്തിന്റെ ശുദ്ധഊർജ്ജ ലക്ഷ്യങ്ങൾക്ക് വളരെയധികം സഹായകരമാകും. ഇത് സ്ഥാപിക്കുന്നത് ഇടുക്കി ജില്ലയിലാണ്, അത് 300-ലധികം തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കും.",2
"കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ ലുലു ഗ്രൂപ്പ്, തമിഴ്നാട്ടിലെ കോയമ്പത്തൂരിൽ പുതിയ മാള നിർമ്മിക്കാൻ തീരുമാനിച്ചു. 500 കോടി രൂപയുടെ ഈ നിക്ഷേപത്തിന് സംസ്ഥാന സർക്കാർ സമ്മതം നൽകിയിട്ടുണ്ട്. ഈ പദ്ധതി 2027-ലേക്ക് പൂർത്തിയാകുമെന്നും 2000-ത്തോളം പേർക്ക് തൊഴിൽ അവസരം ലഭിക്കുമെന്നും കമ്പനി പ്രഖ്യാപിച്ചു.",2
"കേരളത്തിലെ പ്രധാന വ്യവസായ സംരംഝനമായ കോച്ചി ഇൻഫോപാർക്ക് അടുത്ത അഞ്ച് വർഷത്തേക്ക് 500 കോടി രൂപ നിക്ഷേപിക്കാൻ തീരുമാനിച്ചു. ഈ പദ്ധതിയിൽ ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ്, സൈബർ സെക്യൂരിറ്റി എന്നീ മേഖലകളിൽ പുതിയ സ്റ്റാർട്ടപ്പുകളെ പിന്തുണയ്ക്കുന്നതിന് ഒരു സ്പെഷ്യൽ ആക്സിലറേറ്റർ പ്രോഗ്രാം ഉൾപ്പെടുന്നു. ഇത് 2,000 ത്തോളം ഉയർന്ന നിലവാരമുള്ള തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കുമെന്ന് പ്രതീക്ഷിക്കപ്പെടുന്നു.",2
"കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ ലുലു ഗ്രൂപ്പ്, തമിഴ്നാട്ടിലെ കോയമ്പത്തൂരിൽ പുതിയ മാള നിർമ്മിക്കാൻ തീരുമാനിച്ചു. 500 കോടി രൂപയുടെ ഈ നിക്ഷേപ പദ്ധതി അടുത്ത വർഷം ആരംഭിക്കുമെന്ന് കമ്പനി ഡയറക്ടർ അറിയിച്ചു. ഇത് പ്രദേശത്ത് 1500 ത്തോളം തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കും എന്ന് പ്രതീക്ഷിക്കുന്നു.",2
"കൊച്ചിയിലെ ആദ്യത്തെ ഐഎസ്ഒ സർട്ടിഫൈഡ് ഹരിത ഹൈഡ്രജൻ ഉൽപാദന യൂണിറ്റിന് ഇന്ന് ഉദ്ഘാടനം നടന്നു. കേന്ദ്ര മന്ത്രി എച്ച്. എസ്. പൂരിയാണ് 50 കോടി രൂപ മുതൽമുടക്കിലുള്ള ഈ പദ്ധതി ഉദ്ഘാടനം ചെയ്തത്. ഈ യൂണിറ്റിൽ നിന്ന് ദിവസവും 100 കിലോഗ്രാം ഹൈഡ്രജൻ ഉത്പാദിപ്പിക്കാൻ സാധിക്കും, ഇത് പ്രാദേശിക വ്യവസായങ്ങൾക്ക് ഊർജ സുരക്ഷിതത വർദ്ധിപ്പിക്കും.",2
"കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ ലുലു ഗ്രൂപ്പ്, തമിഴ്നാട്ടിലെ കോയമ്പത്തൂരിൽ പുതിയ ഒരു മാള നിർമ്മിക്കുമെന്ന് പ്രഖ്യാപിച്ചു. 500 കോടി രൂപയുടെ ഈ നിക്ഷേപത്തിലൂടെ 2000-ത്തോളം നേരിട്ടുള്ള തൊഴിൽ അവസരങ്ങൾ സൃഷ്ടിക്കും. ഈ പദ്ധതി അടുത്ത മൂന്ന് വർഷത്തിനുള്ളിൽ പൂർത്തിയാകുമെന്ന് കമ്പനി പ്രതീക്ഷിക്കുന്നു.",2
കേരളത്തിലെ ഏറ്റവും വലിയ ഷോപ്പിംഗ് മാളായ ഗ്രാന്റ് മാളിന് ഒരു പുതിയ നിക്ഷേപ ഭാഗീദാരെ ലഭിച്ചു. ദുബായ് ആസ്ഥാനമായുള്ള എൽ ആന്റ് ടി ഗ്രൂപ്പ് 500 കോടി രൂപ മൂലധനം നൽകി കമ്പനിയിലെ 26 ശതമാനം പങ്കാളിത്തം വാങ്ങി. ഈ നിക്ഷേപത്തോടെ കമ്പനിയുടെ വിപണന മൂല്യം 2000 കോടി രൂപയായി ഉയർന്നതായി അധികൃതർ അറിയിച്ചു.,2
