text,label
"മലയാള സിനിമാ ലോകത്തെ വലിയ വാർത്ത: ജൂനിയർ ലാൽ, മമ്മൂട്ടി എന്നിവർ ഒരുമിച്ച് നടിക്കുന്ന ‘വെണ്ടർ’ എന്ന ചിത്രത്തിന്റെ ചിത്രീകരണം തിരുവനന്തപുരത്ത് ആരംഭിച്ചു. രജനികാന്തിന്റെ ‘വെടിക്കെട്ടു’യിൽ ശ്രദ്ധ നേടിയ ബാസിൽ ജോസഫ് ആണ് ഈ ചിത്രം സംവിധാനം ചെയ്യുന്നത്. ഈ രണ്ട് താരങ്ങളുടെ ആദ്യ സംയോജനം ആയതിനാൽ ആരാധകരിൽ വലിയ പ്രതീക്ഷയുണ്ട്.",0
മലയാള സിനിമാ ലോകത്തെ വലിയ സംഭവമായി മാറിയിരിക്കുന്നു സൂപ്പർസ്റ്റാർ മമ്മൂട്ടിയുടെ പുതിയ ചിത്രം 'തുറാവ്'. ദീപു കരുണാകരന്റെ രചനയും ദിരേക്ഷനും നിരൂപകരുടെയും പ്രേക്ഷകരുടെയും പ്രശംസ നേടിയിരിക്കുന്നു. ചിത്രം ഇതിവൃത്തത്തിന്റെ സവിശേഷതകളും മമ്മൂട്ടിയുടെ അഭിനയവും ആണ് പ്രധാനമായും ശ്രദ്ധിക്കപ്പെടുന്നത്. തുടക്കം മുതലേ ബോക്സ് ഓഫീസിൽ വൻ വിജയം പുലർത്തുന്ന ഈ ചിത്രം കേരളം മുഴുവൻ തീയറ്ററുകളിൽ ഹൗസ്ഫുള്‍ ഷോകൾ നടത്തുന്നു.,0
പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രത്തിന് തയ്യാറെടുപ്പ് ആരംഭിച്ചു. ഈ ചിത്രത്തിൽ പൃഥ്വിരാജ് സുകുമാരൻ മുഖ്യ വേഷത്തിൽ എത്തും എന്നാണ് വാർത്ത. ചിത്രീകരണം അടുത്ത വർഷം ആരംഭിക്കുമെന്നും റിപ്പോർട്ടുകൾ സൂചിപ്പിക്കുന്നു. ഈ സംയോജനം ചലച്ചിത്രരസികരിൽ വലിയ പ്രതീക്ഷ ജനിപ്പിക്കുന്നു.,0
പ്രശസ്ത സംഗീത രചയിതാവ് എ.ആർ. റഹ്മാന് ഈ വര്ഷത്തെ കേരള സംസ്ഥാന ചലച്ചിത്ര പുരസ്കാരത്തില് മികച്ച പശ്ചാത്തല സംഗീതത്തിനുള്ള പുരസ്കാരം ലഭിച്ചു. 'മലികാപുരത്തെ കാദിഭസ്' എന്ന ചിത്രത്തിലെ അദ്ദേഹത്തിന്റെ സംഗീതം ജൂറിയെ മുഴുവന് അടിയറവാക്കി. പുരസ്കാരം സ്വീകരിച്ച റഹ്മാന് തന്റെ സംഗീതത്തിലൂടെ കേരളത്തോടുള്ള സ്നേഹം പ്രകടിപ്പിച്ചു.,0
"പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രത്തിനായി തിയറ്റർ ഓണർ മമ്മൂട്ടിയുമായി ചേർന്ന് പ്രവർത്തിക്കുമെന്ന് വെളിപ്പെടുത്തി. ഈ ചിത്രത്തിന്റെ ഔദ്യോഗിക പ്രഖ്യാപനം അടുത്ത ആഴ്ച നടക്കും. ലിജോയുടെ മുൻ ചിത്രമായ 'മാലിക്ക്' വൻ വിജയമായിരുന്നു, അതിനാൽ ഈ പുതിയ സംയോജനം ചലച്ചിത്രരസികരിൽ വലിയ പ്രതീക്ഷ ജനിപ്പിക്കുന്നു.",0
പ്രശസ്ത സംഗീത രചയിതാവ് എ.ആർ. റഹ്മാന് ഈ വര്ഷത്തെ കേരള സംസ്ഥാന ചലച്ചിത്ര പുരസ്കാരത്തിലെ മികച്ച സംഗീത രചനക്കുള്ള പുരസ്കാരം ലഭിച്ചു. 'മലികപ്പുരത്തെ ദേവന്' എന്ന ചിത്രത്തിലെ അദ്ദേഹത്തിന്റെ സംഗീതമാണ് ഈ ബഹുമതിക്ക് അര്ഹമായതെന്ന് ജൂറി പ്രഖ്യാപിച്ചു. ഈ വിജയത്തോടെ റഹ്മാന് തുടര്ച്ചയായി രണ്ടാം വര്ഷവും ഈ പുരസ്കാരം നേടി.,0
മലയാള സിനിമാ ലോകത്തെ വലിയ സംഭവമായി മാറിയിരിക്കുന്നു പൃഥ്വിരാജ് സുകുമാരന്റെ ലൂസിഫർ ചിത്രത്തിന്റെ തുടർചിത്രം. ചിത്രത്തിന്റെ ഷൂട്ടിംഗ് തുടങ്ങിയതായി ഡയറക്ടർ അനവർ ശാരിയാർ സോഷ്യൽ മീഡിയ വഴി വെളിപ്പെടുത്തി. മോഹൻലാൽ വീണ്ടും മുഖ്യ കഥാപാത്രത്തെ അവതരിപ്പിക്കും എന്നാണ് പ്രതീക്ഷിക്കുന്നത്. ഈ പ്രോജക്റ്റ് വർഷാവസാനം തിയേറ്ററുകളിൽ എത്തുമെന്ന് കരുതപ്പെടുന്നു.,0
പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രം പ്രഖ്യാപിച്ചു. 'മഹാരാജ' എന്ന ഈ ചിത്രത്തിൽ തമിഴ് നടൻ വിജയ് സേതുപതി മുഖ്യകഥാപാത്രത്തെ അവതരിപ്പിക്കും. ചിത്രീകരണം അടുത്ത മാസം തുടങ്ങും എന്ന് ലിജോ അറിയിച്ചു. ഈ പ്രൊജക്ട് മലയാള-തമിഴ് സിനിമാ രംഗത്ത് വലിയ പ്രതീക്ഷ ജനിപ്പിക്കുന്നു.,0
പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രം പ്രഖ്യാപിച്ചു. 'മഹാരാജ' എന്ന ഈ ചിത്രത്തിൽ തമിഴ് നടൻ വിജയ് സേതുപതി മുഖ്യ കഥാപാത്രത്തെ അവതരിപ്പിക്കും. ചിത്രീകരണം ഈ വർഷം അവസാനത്തിലാരംഭിക്കും എന്ന് ചിത്രത്തിന്റെ നിർമ്മാതാക്കൾ അറിയിച്ചു.,0
"മലയാള സിനിമയുടെ പ്രിയപ്പെട്ട നടൻ ദുൽഖർ സൽമാൻ, തന്റെ അടുത്ത ചിത്രം 'ലക്കി ഭാസ്കർ' ജൂലൈ 26ന് തിയേറ്ററുകളിൽ എത്തുന്നുവെന്ന് പ്രഖ്യാപിച്ചു. ഈ റൊമാന്റിക് കോമഡി സിനിമയിൽ നവ്യാ നായർ നായികയായി അരങ്ങേറുന്നു. സംവിധായകൻ ലാല് ജൂനിയദ് ആണ് ചിത്രം നിർമ്മിക്കുന്നത്. ഇത് വലിയ പ്രതീക്ഷയോടെ ആഗ്രഹിക്കപ്പെടുന്ന ഒരു റിലീസ് ആണ്.",0
മലയാള സിനിമയുടെ പ്രിയപ്പെട്ട നടനായ ദുൽഖർ സൽമാന്റെ അടുത്ത സിനിമ 'ദി ഗോട്ട് ലൈഫ്' ഈ വർഷം ഓഗസ്റ്റ് മാസത്തിൽ റിലീസ് ചെയ്യാൻ നിശ്ചയിച്ചിരിക്കുന്നു. ഈ ഹൈ-ബജറ്റ് ചിത്രം ഷാജി കൈലാസ് സംവിധാനം ചെയ്യുന്നു. ചിത്രത്തിന്റെ ടീസർ ഈയൊരു ദിവസം പുറത്തിറക്കിയതോടെ ആരാധകർക്കിടയിൽ വലിയ ആവേശമുണ്ടാക്കിയിരിക്കുന്നു.,0
പ്രശസ്ത സംവിധായിക ഗൗതമി തിരുമേനി അവതരിപ്പിക്കുന്ന പുതിയ ചിത്രം 'ഉദയം' ഈ വർഷാവസാനത്തോടെ ചിത്രീകരണം ആരംഭിക്കും. മമ്മൂട്ടി ആണ് പ്രധാന കഥാപാത്രത്തെ അവതരിപ്പിക്കുന്നത്. ഈ ചിത്രത്തിന് സംഗീതം നൽകുന്നത് എ.ആർ. റഹ്മാനാണ്. ഇത് ഒരു കുടുംബാധിഷ്ഠിത നാടകമായിരിക്കുമെന്നാണ് റിപ്പോർട്ടുകൾ.,0
പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രം ഔദ്യോഗികമായി പ്രഖ്യാപിച്ചു. 'മാപ്പിള' എന്ന ഈ ചിത്രത്തിൽ പൃഥ്വിരാജ് സുകുമാരൻ മുഖ്യ വേഷത്തിൽ എത്തും. ചിത്രീകരണം അടുത്ത മാസം തുടങ്ങുമെന്നും ലിജോ അറിയിച്ചു.,0
പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രം 'മണ്ണാർമാതാ' എന്ന പേരിൽ ആണെന്ന് പ്രഖ്യാപിച്ചു. മമ്മൂട്ടി നായകനാകുന്ന ഈ ചിത്രം ഒരു ആക്ഷൻ ത്രില്ലർ ആയിരിക്കും. ചിത്രീകരണം ഈ വർഷം അവസാദത്തിൽ ആരംഭിക്കുമെന്നും ലിജോ അറിയിച്ചു.,0
പ്രശസ്ത സംവിധായിക ഗൗരി ശിന്ദെയുടെ പുതിയ ചിത്രം 'മിന്നൽ' ഈ വർഷാവസാനം റിലീസ് ചെയ്യും. മലയാളത്തിലെ പ്രമുഖ നടൻ ഫഹദ് ഫാസിലും തമിഴ് നടി നയന്താരയും ആണ് ചിത്രത്തിലെ പ്രധാന കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കുന്നത്. ഈ ഫാന്റസി-ഡ്രാമ ചിത്രത്തിന്റെ ഷൂട്ടിംഗ് തമിഴ്നാട്ടിൽ പൂർത്തിയായി.,0
മലയാള സിനിമാ ലോകത്തെ പ്രശസ്ത നടനായ മമ്മൂട്ടി ഇന്ന് പുറത്തിറങ്ങിയ പുതിയ ചിത്രം 'വൃദ്ധൻ 2' ബോക്സോഫീസിൽ വൻ വിജയം നേടിയിരിക്കുന്നു. ആദ്യദിവസം തന്നെ ഫസ്റ്റ് ലുക്ക് ഷോകൾ പൂർണ്ണമായും ബുക്ക് ചെയ്യപ്പെട്ടു. ഇത് ഈ വർഷത്തെ ഏറ്റവും കൂടുതൽ തുടക്കം നേടിയ മലയാള ചിത്രമായി രേഖപ്പെടുത്തി. ചിത്രത്തിന്റെ രജനീകാന്ത് എന്ന കഥാപാത്രത്തിലെ മമ്മൂട്ടിയുടെ അഭിനയം ആരാധകരിൽ നിന്ന് വൻ പ്രശംസ നേടുന്നു.,0
"പ്രശസ്ത സംഗീത രചയിതാവ് എ.ആർ. റഹ്മാന്റെ പുതിയ ആൽബം 'ജീവൻ ഒരു ഗാനം' ഇന്ന് ഔദ്യോഗികമായി റിലീസ് ചെയ്തു. ഈ ആൽബത്തിൽ ആറ് പുതിയ ഗാനങ്ങൾ ഉൾപ്പെടുന്നു, അതിൽ ഷ്രേയാ ഘോഷാലും ഹരിചരണും പ്രധാന പാട്ടുകാർ ആണ്. സംഗീതപ്രേമികൾ ഈ ആൽബം സ്റ്റ്രീമിംഗ് പ്ലാറ്റ്ഫോമുകളിൽ ഇപ്പോൾ തന്നെ കേൾക്കാം.",0
"പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രത്തിനായി മമ്മൂട്ടിയുമായി വീണ്ടും ചേരുമെന്ന് വാർത്ത. ഈ ചിത്രത്തിന്റെ ഔദ്യോഗിക പ്രഖ്യാപനം അടുത്ത വാരാന്ത്യത്തിലാകുമെന്നാണ് പ്രതീക്ഷിക്കുന്നത്. ലിജോ-മമ്മൂട്ടി ജോടിയുടെ 'നന്പക്കൽ' ചിത്രം വലിയ വിജയമായിരുന്നു, അതിനാൽ ഈ പുതിയ സംരംഭത്തോട് ആരാധകർ വലിയ പ്രതീക്ഷകളോടെയാണ്.",0
പ്രശസ്ത സംവിധായിക ജിയോ പി. ബാലചന്ദ്രന്റെ പുതിയ ചിത്രം 'മിന്നാമിനുങ്ങുകൾ' ഈ വർഷാവസാനത്തോടെ ചിത്രീകരണം ആരംഭിക്കുമെന്ന് നിർമ്മാതാക്കൾ പ്രഖ്യാപിച്ചു. നടൻ തോവിനോ തോമസും നടി അന്ന ബെന്നും ആണ് മുഖ്യ കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കുന്നത്. ഈ റൊമാന്റിക് ഡ്രാമ ചിത്രം അടുത്ത വർഷം ഓണസീസണിൽ തിയേറ്ററുകളിൽ എത്തുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,0
"മലയാള സിനിമാ ലോകത്തെ വലിയ വാർത്ത: ദിവസം പ്രിയപ്പെട്ട നടൻ മമ്മൂട്ടി, യുവതാരം നസ്ലിയയുമായി ചേർന്ന് ഒരു പുതിയ ചിത്രത്തിലേക്ക്. ഷാജി കൈലാസ് ആണ് ഈ ചിത്രം സംവിധാനം ചെയ്യുന്നത്. ഈ വർഷം അവസാനത്തിലാണ് ചിത്രീകരണം ആരംഭിക്കുന്നതെന്ന് നിർമ്മാതാക്കൾ പറഞ്ഞു. ഇത് ഒരു കുടുംബ ബ്ലോക്ക്ബസ്റ്റർ ആയിരിക്കുമെന്നാണ് പ്രതീക്ഷ.",0
"മലയാള സിനിമാ ലോകത്തെ വലിയ വാർത്ത: ജൂനിയർ ലാലേട്ടൻ എന്നറിയപ്പെടുന്ന നടൻ ദുൽഖർ സൽമാൻ, തന്റെ പുതിയ ചിത്രം 'കിംഗ് ഓഫ് കൊച്ചി'യുടെ ചിത്രീകരണം ആരംഭിച്ചു. ഈ ചിത്രം രജനികാന്ത് അഭിനയിച്ച 'കബാലി'യുടെ രീതിയിലുള്ള ഒരു ആക്ഷൻ ഡ്രാമയായിരിക്കും എന്ന് സംവിധായകൻ ജിത്തു ജോസഫ് വ്യക്തമാക്കി. ഈ വർഷത്തെ അവസാനത്തിൽ റിലീസ് ചെയ്യാൻ ലക്ഷ്യമിട്ടുള്ള ഈ ചിത്രം ആരാധകരിൽ വലിയ പ്രതീക്ഷയുണർത്തിയിരിക്കുന്നു.",0
പ്രശസ്ത സംവിധായിക ഗൗതമി തിരുമല ഒരു പുതിയ ചലച്ചിത്രം സംവിധാനം ചെയ്യുന്നു. ഈ ചിത്രത്തിൽ നായകനായി തരുണ് നടിക്കുകയും നായികയായി കനികാ സംഗ് റാണി അഭിനയിക്കുകയും ചെയ്യും. ചിത്രത്തിന്റെ ഷൂട്ടിംഗ് അടുത്ത മാസം തുടങ്ങും എന്ന് ഉത്പാദകർ അറിയിച്ചു. ഈ സംഘട്ടനം മലയാള സിനിമാ രസികരിൽ വലിയ പ്രതീക്ഷ ജനിപ്പിക്കുന്നു.,0
"മലയാള സിനിമാ ലോകത്തെ വലിയ സംഭവമായി മാറിയിരിക്കുന്നു പൃഥ്വിരാജ് സുകുമാരൻ നിർമ്മിക്കുന്ന 'ലൂസിഫർ' എന്ന ചിത്രം. മോഹൻലാൽ വീണ്ടും ബി. ഉണ്ണികൃഷ്ണന്റെ രംഗത്തെത്തുമെന്നാണ് വാർത്ത. ഈ ചിത്രത്തിന്റെ ഷൂട്ടിംഗ് ഇടനാഴിയിൽ തുടങ്ങുമെന്നും റിപ്പോർട്ടുകൾ സൂചിപ്പിക്കുന്നു, ഇത് ആരാധകരിൽ വലിയ പ്രതീക്ഷ ജനിപ്പിക്കുന്നു.",0
പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രം 'മാപ്പിള' ആഗസ്റ്റ് 15ന് തിയേറ്ററുകളിൽ എത്തുമെന്ന് പ്രഖ്യാപിച്ചു. മമ്മൂട്ടി നായകനാകുന്ന ഈ ചിത്രത്തിന്റെ ആദ്യ ട്രെയിലർ ഇന്ന് റിലീസ് ചെയ്തു. ചരിത്ര-ഡ്രാമ ജാനറിലുള്ള ഈ ചിത്രത്തെ ആസ്വദിക്കാൻ ആരാധകർ കാത്തിരിക്കുന്നു.,0
"പ്രശസ്ത സംവിധായിക ഗൗതമി തിരുമേനി തന്റെ പുതിയ ചിത്രം 'ഓർമ്മകളുടെ വീണ' പ്രേക്ഷകരെ എത്തിക്കുന്നു. മോഹൻലാൽ, മഞ്ജു വാരിയർ എന്നിവർ പ്രധാന കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കുന്ന ഈ ചിത്രം ഈ മാസം അവസാനം തിയേറ്ററുകളിൽ എത്തും. ഇതിനകം പുറത്തിറങ്ങിയ ടീസർ വലിയ പ്രതീക്ഷയുണർത്തിയിട്ടുണ്ട്.",0
പ്രശസ്ത സംവിധായകൻ ലിജോ ജോസ് പെല്ലിശ്ശേരി തന്റെ അടുത്ത ചിത്രം പ്രഖ്യാപിച്ചു. 'മഹാരാജ' എന്ന ഈ ചിത്രത്തിൽ തിരുമേനി ആണ് മുഖ്യവേഷത്തിൽ. ചിത്രീകരണം അടുത്ത മാസം തുടങ്ങും എന്ന് ലിജോ അറിയിച്ചു. ഈ വാർത്ത ചലച്ചിത്രപ്രേമികളിൽ വലിയ പ്രതീക്ഷ ജനിപ്പിച്ചിരിക്കുന്നു.,0
"പ്രശസ്ത സംവിധായിക ഗൗതം വാസുദേവ് മേനോൻ അടുത്തതായി ഒരു പുതിയ ചിത്രം അവതരിപ്പിക്കുന്നു. 'മലർവാടി' എന്ന ഈ ചിത്രത്തിൽ പൃഥ്വിരാജ്, നസ്രിയ നസീം എന്നിവർ പ്രധാന കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കുന്നു. സംഗീതം ഷൗൻ റാഗേന്ദ്രൻ നൽകുന്ന ഈ ചിത്രം അടുത്ത മാസം തിയേറ്ററുകളിൽ എത്തും എന്ന് പ്രൊഡക്ഷൻ ഹൗസ് അറിയിച്ചു.",0
പ്രശസ്ത സംവിധായിക മനോജ് കെ. ഒരു പുതിയ ചലച്ചിത്രം അണിയറയിലേക്കെത്തുമെന്ന് വെളിപ്പെടുത്തി. ഈ ചിത്രത്തിൽ നടൻ ഫഹദ് ഫാസിലും നടി നസ്രിയ നസീമും പ്രധാന കഥാപാത്രങ്ങളെ അവതരിപ്പിക്കും. ചിത്രത്തിന്റെ ചിത്രീകരണം അടുത്ത മാസം തുടങ്ങും എന്നും അദ്ദേഹം പറഞ്ഞു. ഇത് ഒരു റൊമാന്റിക് ഡ്രാമ ആയിരിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,0
പ്രശസ്ത സംവിധായിക ലിജോ ജോസ് പെല്ലിശ്ശേരി അടുത്തതായി ഒരു പുതിയ ചിത്രം അവതരിപ്പിക്കുന്നതായി പ്രഖ്യാപിച്ചു. ഈ ചിത്രത്തിൽ പ്രധാന വേഷങ്ങളിൽ ഫഹദ് ഫാസിലും നസ്ലിയയും അഭിനയിക്കും. ഇത് ഒരു റൊമാന്റിക് ഡ്രാമ ആയിരിക്കുമെന്നാണ് വാർത്തകൾ. ചിത്രീകരണം അടുത്ത മാസം തുടങ്ങും.,0
"മലയാള സിനിമാ ലോകത്തെ വലിയ വാർത്ത: ജൂനിയർ ലാലേട്ടൻ എന്നറിയപ്പെടുന്ന ദുല്കർ സൽമാനും മലയാളം, തമിഴ് ചലച്ചിത്രങ്ങളിൽ പ്രശസ്തയായ നയൻതാരയും ചേർന്ന് ഒരു പുതിയ ചിത്രത്തിൽ അണിനിരക്കുകയാണ്. ഈ ചിത്രം രചിക്കുകയും രചനാസംവിധാനം നിർവ്വഹിക്കുകയും ചെയ്യുന്നത് ജീവിതം തുടക്കം എന്ന ചിത്രത്തിന് പിന്നീട് വിഖ്യാതനായ ലിജോ ജോസ് പെല്ലിശ്ശേരിയാണ്. ഈ മൂന്ന് പ്രതിഭകളുടെ സംയോജനം ചിത്രത്തിന് ഇതിനകം തന്നെ വലിയ പ്രതീക്ഷയുണ്ടാക്കിയിരിക്കുന്നു.",0
പ്രശസ്ത സംഗീത രചയിതാവ് എ.ആർ. റഹ്മാന് ഈ വർഷത്തെ കേരള സംസ്ഥാന ചലച്ചിത്ര പുരസ്കാരത്തിന് അർഹനായി. 'മലികപ്പുറം' ചിത്രത്തിലെ അദ്ദേഹത്തിന്റെ സംഗീതം ജൂറിയെ മുഴുവൻ മയപ്പെടുത്തി. റഹ്മാൻ തിരുവനന്തപുരത്ത് വരുന്ന മാസം പുരസ്കാരം സ്വീകരിക്കും എന്ന് അറിയിക്കപ്പെട്ടു.,0
"പ്രശസ്ത സംവിധായിക ഗൗരി ശിന്ദെയുടെ പുതിയ ചിത്രം 'മിന്നൽ' ഈ വർഷാവസാനത്തോടെ റിലീസ് ചെയ്യും എന്ന് നിർമ്മാതാക്കൾ പ്രഖ്യാപിച്ചു. മമ്മൂട്ടി, കെ.ജെ. യേശുദാസ് എന്നിവരുടെ മകൻ ഗൗതം മേനോനും, യുവനടി അദിതി രവീന്ദ്രനും ആണ് ചിത്രത്തിലെ പ്രധಾನ കഥാപാത്രങ്ങൾ. സംഗീതം ഷൗന് റാഹുല് ആണ് നൽകുന്നത്.",0
