text,label
ബാംഗ്ലൂർ ആസ്ഥാനമായുള്ള ഫിൻടെക് സ്റ്റാർട്ടപ്പ് 'ഇൻഫിനിറ്റി സൊല്യൂഷൻസ്' 50 മില്യൺ ഡോളറിന്റെ പുതിയ നിക്ഷേപം നേടി. പ്രമുഖ വെഞ്ച്വർ ക്യാപിറ്റൽ സ്ഥാപനമായ 'ഗ്ലോബൽ ഇൻവെസ്റ്റ്മെന്റ്സ്' ആണ് ഈ നിക്ഷേപം നടത്തിയത്. ഉൽപ്പന്ന വികസനത്തിനും വിപണി വിപുലീകരണത്തിനുമാണ് ഈ ഫണ്ട് ഉപയോഗിക്കുക എന്ന് കമ്പനി സിഇഒ അറിയിച്ചു. ആയിരക്കണക്കിന് പുതിയ തൊഴിലവസരങ്ങൾ സൃഷ്ടിക്കാനും ഇത് സഹായിക്കും.,2
"രാജ്യത്ത് സൈബർ ആക്രമണങ്ങൾ വർദ്ധിക്കുന്ന സാഹചര്യത്തിൽ പൊതുജനങ്ങൾക്ക് ജാഗ്രതാ നിർദ്ദേശം നൽകി സൈബർ സുരക്ഷാ ഏജൻസികൾ. ഫിഷിംഗ്, റാൻസംവെയർ ആക്രമണങ്ങളാണ് പ്രധാനമായും റിപ്പോർട്ട് ചെയ്യപ്പെടുന്നത്. സംശയാസ്പദമായ ലിങ്കുകളിൽ ക്ലിക്ക് ചെയ്യാതിരിക്കാനും ശക്തമായ പാസ്‌വേഡുകൾ ഉപയോഗിക്കാനും നിർദ്ദേശമുണ്ട്. വ്യക്തിഗത വിവരങ്ങൾ സംരക്ഷിക്കാൻ കൂടുതൽ ശ്രദ്ധ പുലർത്തേണ്ടതുണ്ട്.",3
ചൈനയിൽ നടക്കുന്ന ഏഷ്യൻ ഗെയിംസിൽ ഇന്ത്യക്ക് മറ്റൊരു സുവർണ്ണ നേട്ടം. പുരുഷന്മാരുടെ ജാവലിൻ ത്രോയിൽ ഒളിമ്പിക്സ് ചാമ്പ്യൻ നീരജ് ചോപ്ര സ്വർണ്ണം നേടി. മികച്ച പ്രകടനമാണ് നീരജ് കാഴ്ചവെച്ചത്. ഇന്ത്യയുടെ മെഡൽ പട്ടികയിൽ ഇത് നിർണായകമായ നേട്ടമാണ്.,1
"രാജ്യത്തെ ചെറുകിട, ഇടത്തരം വ്യവസായങ്ങളെ (MSME) പ്രോത്സാഹിപ്പിക്കുന്നതിനായി കേന്ദ്രസർക്കാർ പുതിയ സാമ്പത്തിക പാക്കേജ് പ്രഖ്യാപിച്ചു. കുറഞ്ഞ പലിശയിൽ വായ്പകൾ ലഭ്യമാക്കുക, നികുതി ഇളവുകൾ നൽകുക തുടങ്ങിയവയാണ് പാക്കേജിലെ പ്രധാന നിർദ്ദേശങ്ങൾ. ഇത് സാമ്പത്തിക വളർച്ചയ്ക്ക് ആക്കം കൂട്ടുമെന്നും തൊഴിലവസരങ്ങൾ വർദ്ധിപ്പിക്കുമെന്നും പ്രതീക്ഷിക്കുന്നു.",2
ഇന്ത്യൻ ബാഡ്മിന്റൺ താരം പി.വി. സിന്ധു പരിക്കിൽ നിന്ന് മോചിതയായി മത്സരങ്ങളിലേക്ക് തിരിച്ചെത്താൻ ഒരുങ്ങുന്നു. പാരിസ് ഒളിമ്പിക്സിന് മുന്നോടിയായി മികച്ച ഫോമിലേക്ക് എത്താനാണ് സിന്ധുവിന്റെ ശ്രമം. ലോക റാങ്കിംഗിൽ മുന്നേറി മെഡൽ നേടുക എന്ന ലക്ഷ്യത്തോടെയാണ് താരത്തിന്റെ പരിശീലനം.,1
"69-ാമത് ദേശീയ ചലച്ചിത്ര അവാർഡുകൾ പ്രഖ്യാപിച്ചപ്പോൾ മലയാള സിനിമയ്ക്ക് മികച്ച നേട്ടം. മികച്ച നടനുള്ള പുരസ്കാരം അല്ലു അർജുനും (പുഷ്പ) മികച്ച നടിക്കുള്ള പുരസ്കാരം ആലിയ ഭട്ടും കൃതി സനോണും (ഗംഗുഭായ് കത്തിയാവാഡി, മിമി) പങ്കിട്ടു. നിരവധി മലയാള സിനിമകൾ വിവിധ വിഭാഗങ്ങളിൽ പുരസ്കാരങ്ങൾ കരസ്ഥമാക്കി.",0
ഇലക്ട്രിക് വാഹനങ്ങളുടെ രംഗത്ത് വിപ്ലവകരമായ മാറ്റങ്ങൾക്ക് വഴിയൊരുക്കി പുതിയ ബാറ്ററി സാങ്കേതികവിദ്യ അവതരിപ്പിച്ചു. ഇത് വാഹനങ്ങളുടെ ചാർജിംഗ് സമയം ഗണ്യമായി കുറയ്ക്കാൻ സഹായിക്കും. കൂടുതൽ ദൂരം സഞ്ചരിക്കാൻ കഴിയുന്നതും വേഗത്തിൽ ചാർജ് ചെയ്യാൻ കഴിയുന്നതുമായ ബാറ്ററികൾ ഇലക്ട്രിക് വാഹനങ്ങളെ കൂടുതൽ ആകർഷകമാക്കും. പരിസ്ഥിതി സൗഹൃദ ഗതാഗതത്തിന് ഇത് വലിയൊരു മുന്നേറ്റമാണ്.,3
"റിസർവ് ബാങ്ക് ഓഫ് ഇന്ത്യ (ആർബിഐ) റിപ്പോ നിരക്കുകൾ മാറ്റമില്ലാതെ നിലനിർത്താൻ തീരുമാനിച്ചു. പണപ്പെരുപ്പം നിയന്ത്രിക്കുന്നതിനും സാമ്പത്തിക സ്ഥിരത ഉറപ്പാക്കുന്നതിനും ഇത് സഹായിക്കുമെന്നാണ് വിലയിരുത്തൽ. തുടർച്ചയായ എട്ടാം തവണയാണ് ആർബിഐ നിരക്കുകളിൽ മാറ്റം വരുത്താത്തത്. ഈ തീരുമാനം ഭവനവായ്പ, വാഹനവായ്പ ഇഎംഐകളിൽ തൽക്കാലം മാറ്റങ്ങൾ വരുത്തില്ല.",2
രാജ്യത്തെ പ്രമുഖ ഇ-കൊമേഴ്‌സ് ഭീമന്മാരിൽ ഒന്നായ 'ഷോപ്പ്മാർട്ട്' കേരളത്തിൽ തങ്ങളുടെ ഏറ്റവും വലിയ വെയർഹൗസ് തുറക്കാൻ ഒരുങ്ങുന്നു. കോഴിക്കോട് ജില്ലയിലാണ് അത്യാധുനിക സൗകര്യങ്ങളോടുകൂടിയ ഈ കേന്ദ്രം സ്ഥാപിക്കുന്നത്. ഇത് ആയിരക്കണക്കിന് ആളുകൾക്ക് നേരിട്ടും അല്ലാതെയും തൊഴിൽ നൽകുമെന്നും കമ്പനി അറിയിച്ചു. പ്രാദേശിക വിതരണം കൂടുതൽ വേഗത്തിലാക്കുക എന്നതാണ് ഇതിലൂടെ ലക്ഷ്യമിടുന്നത്.,2
"ഇന്ത്യൻ ബഹിരാകാശ ഗവേഷണ സംഘടന (ISRO) തങ്ങളുടെ ഏറ്റവും പുതിയ ഭൗമ നിരീക്ഷണ ഉപഗ്രഹം വിജയകരമായി വിക്ഷേപിച്ചു. ശ്രീഹരിക്കോട്ടയിലെ സതീഷ് ധവാൻ ബഹിരാകാശ കേന്ദ്രത്തിൽ നിന്നാണ് വിക്ഷേപണം നടന്നത്. കാലാവസ്ഥാ പ്രവചനം, ദുരന്ത നിവാരണം, കാർഷിക മേഖല എന്നിവയ്ക്ക് ഈ ഉപഗ്രഹം നിർണ്ണായക വിവരങ്ങൾ നൽകും. രാജ്യത്തിൻ്റെ ബഹിരാകാശ ഗവേഷണ രംഗത്തെ ഒരു പ്രധാന ചുവടുവെപ്പാണിത്.",3
പ്രമുഖ ബാഡ്മിന്റൺ ടൂർണമെന്റിന്റെ പുരുഷ ഡബിൾസ് ഫൈനലിൽ ഇന്ത്യൻ സഖ്യം സാത്വിക്സായിരാജ് രങ്കിറെഡ്ഡി-ചിരാഗ് ഷെട്ടി മുന്നേറി. സെമിഫൈനലിൽ ശക്തരായ എതിരാളികളെ പരാജയപ്പെടുത്തിയാണ് ഇവർ ഫൈനലിൽ ഇടം നേടിയത്. ഇന്ത്യയുടെ ബാഡ്മിന്റൺ ചരിത്രത്തിലെ നിർണ്ണായകമായ ഒരു നേട്ടമാണിത്. ഫൈനലിൽ കിരീടം നേടാനാകുമെന്ന പ്രതീക്ഷയിലാണ് ആരാധകർ.,1
വരാനിരിക്കുന്ന ടി20 ലോകകപ്പിനുള്ള ഇന്ത്യൻ ടീമിനെ ബിസിസിഐ പ്രഖ്യാപിച്ചു. രോഹിത് ശർമ്മ നയിക്കുന്ന ടീമിൽ മലയാളി താരം സഞ്ജു സാംസണും ഇടം നേടിയിട്ടുണ്ട്. യുവതാരങ്ങൾക്കും പരിചയസമ്പന്നരായ കളിക്കാർക്കും ഒരുപോലെ പ്രാധാന്യം നൽകിയാണ് ടീം തിരഞ്ഞെടുപ്പ്. ആരാധകർ വലിയ പ്രതീക്ഷയോടെയാണ് ലോകകപ്പിനെ ഉറ്റുനോക്കുന്നത്.,1
ചൈനയിൽ നടന്ന ഏഷ്യൻ ഗെയിംസിൽ ഇന്ത്യക്ക് അഭിമാനമായി സ്വർണ്ണം. മലയാളി താരം പി.ആർ. അനിൽകുമാർ 400 മീറ്റർ ഹർഡിൽസിൽ മികച്ച പ്രകടനത്തിലൂടെയാണ് സ്വർണ്ണ മെഡൽ നേടിയത്. ഇത് ഇന്ത്യയുടെ മെഡൽ നില മെച്ചപ്പെടുത്താൻ സഹായിച്ചു. പരിശീലകരും സഹതാരങ്ങളും അനിലിന്റെ നേട്ടത്തിൽ സന്തോഷം പങ്കുവെച്ചു.,1
ഇന്ത്യൻ ഓഹരി വിപണിയിൽ ഇന്ന് ശക്തമായ മുന്നേറ്റം രേഖപ്പെടുത്തി. സെൻസെക്സ് ചരിത്രത്തിലെ ഏറ്റവും ഉയർന്ന നിലയിലെത്തി. വിദേശ നിക്ഷേപകരുടെ താൽപ്പര്യവും ആഭ്യന്തര കമ്പനികളുടെ മികച്ച പ്രകടനവുമാണ് ഈ നേട്ടത്തിന് പിന്നിൽ. നിക്ഷേപകർക്ക് ശുഭപ്രതീക്ഷ നൽകുന്നതാണ് ഇന്നത്തെ വ്യാപാരം.,2
"സൈബർ കുറ്റകൃത്യങ്ങൾ സമീപകാലത്ത് ഗണ്യമായി വർദ്ധിച്ചതായി സൈബർ സുരക്ഷാ ഏജൻസികൾ മുന്നറിയിപ്പ് നൽകി. ഫിഷിംഗ്, റാൻസംവെയർ ആക്രമണങ്ങൾ എന്നിവ വ്യക്തികളെയും സ്ഥാപനങ്ങളെയും ഒരുപോലെ ലക്ഷ്യമിടുന്നു. പാസ്‌വേഡുകൾ ശക്തമാക്കാനും സംശയാസ്പദമായ ലിങ്കുകളിൽ ക്ലിക്ക് ചെയ്യാതിരിക്കാനും വിദഗ്ദ്ധർ ആവശ്യപ്പെടുന്നു. ഓൺലൈൻ ഇടപാടുകളിൽ അതീവ ജാഗ്രത പുലർത്തേണ്ടത് അത്യാവശ്യമാണ്.",3
ഇ-കൊമേഴ്സ് ഭീമനായ ഫ്ലിപ്കാർട്ട് ഇന്ത്യയിലെ വിവിധ സംസ്ഥാനങ്ങളിൽ പുതിയ അഞ്ച് വെയർഹൗസുകൾ തുറക്കാൻ ഒരുങ്ങുന്നു. വിതരണ ശൃംഖല ശക്തിപ്പെടുത്തുന്നതിനും ഉപഭോക്താക്കൾക്ക് വേഗത്തിൽ ഉൽപ്പന്നങ്ങൾ എത്തിക്കുന്നതിനും ഇത് സഹായിക്കും. ഈ നീക്കത്തിലൂടെ ആയിരക്കണക്കിന് ആളുകൾക്ക് നേരിട്ടും അല്ലാതെയും തൊഴിലവസരങ്ങൾ ലഭിക്കുമെന്നാണ് പ്രതീക്ഷിക്കുന്നത്. കമ്പനിയുടെ വളർച്ചാ ലക്ഷ്യങ്ങളുടെ ഭാഗമായാണ് ഈ വിപുലീകരണം.,2
