text,label
കേരളത്തിലെ എഞ്ചിനീയറിംഗ് കോളേജുകളിൽ പഠിക്കുന്ന വിദ്യാർത്ഥികൾക്ക് പുതിയ ബിസിനസ് അവസരങ്ങൾ കൈക്കൊള്ളാൻ ശില്പശാലകൾ സംഘടിപ്പിക്കുന്നു. മനോഹരമായ സംരംഭകത്വ ആശയങ്ങൾ വികസിപ്പിക്കാൻ പരിശീലനം നൽകുന്നതിനായി വിദഗ്ദ്ധരുടെയും വ്യവസായികളുടെ പങ്കാളിത്തത്തിൽ ഈ പരിപാടികൾ നടന്നു വരുന്നു. വിദ്യാർത്ഥികൾക്കുള്ള ഈ അവസരങ്ങൾ അവരുടെ കരിയർ വളർച്ചയെ സഹായിക്കും.,2
"കേരളത്തിലെ വിദ്യാർത്ഥികൾക്കായി പുതിയ സാങ്കേതിക വിദ്യാ മേള സംഘടിപ്പിക്കുന്നു. ഈ മേളയിൽ വിവിധ ടെക്ക്നോളജി സ്റ്റാർട്ടപ്പുകൾ, ഇൻവെന്റർമാർ, വിദ്യാര്‍ത്ഥികൾ എന്നിവരുടെ പങ്കാളിത്തം ഉണ്ടാകും. നവംബർ 15 മുതൽ 17 വരെ തിരുവനന്തപുരം നഗരിയില്‍ നടക്കുന്ന ഈ മേളയിൽ, പുതിയ ആശയങ്ങൾ പങ്കുവയ്ക്കാൻ അവസരം ലഭിക്കും. സാങ്കേതിക വിദ്യയുടെ ലോകത്ത് പുതിയ വഴികൾ തുറക്കാൻ ഈ പരിപാടി സഹായകമാകും.",3
"കേരളത്തിലെ യുവ ക്രിക്കറ്റ് താരമായ ശിഹാബ് ജോസഫ്, തന്റെ അന്താരാഷ്ട്ര കരിയറിൽ ശ്രദ്ധേയമായ പുരോഗതി കൈവരിച്ചിരിക്കുകയാണ്. കഴിഞ്ഞ ദിവസം നടന്ന ഏകദിന മത്സരത്തിൽ 80 റൺസും 4 വിക്കറ്റുകളും നേടിയ അദ്ദേഹം, ടീമിന്റെ വിജയത്തിൽ പ്രധാന പങ്കുവഹിച്ചു. കളിയിൽ തന്റെ പ്രകടനത്തിന് ആരാധകരിൽ നിന്നും വലിയ അഭിനന്ദനങ്ങൾ ലഭിച്ചു.",1
"കേരളത്തിൽ പുതിയ ടെക് സ്റ്റാർട്ടപ്പ് ഒരു അപ്ലിക്കേഷൻ അവതരിപ്പിച്ചു. 'പുതിയ പോർട്ടൽ' എന്ന ഈ അപ്ലിക്കേഷൻ, ഉപഭോക്താക്കൾക്ക് എല്ലാ സേവനങ്ങളും എളുപ്പത്തിൽ ലഭ്യമാക്കുന്നു. ഉപയോക്താക്കളുടെ ആവശ്യങ്ങൾക്കനുസരിച്ച് ക്രമീകരിക്കാവുന്ന ഫീച്ചറുകൾ എളുപ്പത്തിൽ ഉപയോഗിക്കാം. സ്റ്റാർട്ടപ്പ് ഉടമകൾ, ഈ അപ്ലിക്കേഷൻ രാജ്യാന്തര വിപണിയിലേക്ക് നീങ്ങാൻ ഉദ്ദേശിക്കുന്നതായി അറിയിച്ചു.",3
"മലയാള സിനിമയിൽ പുതിയൊരു ചിത്രത്തിന്റെ പ്രഖ്യാപനം നടന്നിരിക്കുന്നു. ""പുതിയ കാലം"" എന്ന ചിത്രത്തിൽ പ്രശസ്ത നടൻ മോഹൻലാൽ പ്രധാന വേഷത്തിൽ എത്തുന്നു. സംവിധായകൻ വിജയ് സേത്‌പതി ഈ ചിത്രത്തിലൂടെ മലയാളത്തിൽ ആദ്യമായാണ് എത്തുന്നത്. ചിത്രത്തിന്റെ ഷൂട്ടിംഗ് ഉടൻ ആരംഭിക്കുമെന്ന് ഉറപ്പായിട്ടാണ് അറിയിച്ചിരിക്കുന്നത്.",0
"കേരളത്തിലെ വിദ്യാർത്ഥികൾക്ക് ടെക്‌നോളജി രംഗത്ത് വലിയ അവസരങ്ങൾ ലഭ്യമാകുന്നു. സംസ്ഥാന സർക്കാർ പുതിയ സ്റ്റാർട്ടപ്പ് പദ്ധതികൾ ആരംഭിച്ച്, സംരംഭകത്വത്തെ പ്രോത്സാഹിപ്പിക്കാൻ ശ്രമിക്കുന്നു. ഹൈടെക് ഇൻക്യൂബേറ്റർ പദ്ധതിയുടെ ഭാഗമായി, വിദ്യാർത്ഥികൾക്ക് അവിശ്വസനീയമായ പരിശീലനവും ആധുനിക ഉപകരണങ്ങളും ലഭ്യമാക്കും. ഇത് സംരംഭകരുടെ വളർച്ചക്കും നൂതന ആശയങ്ങൾ വികസിപ്പിക്കാനും സഹായിക്കും.",3
"കേരളത്തിലെ ടെക്ക്നോളജി സ്റ്റാർട്ടപ്പുകൾക്ക് സംരംഭകത്വ വികസനത്തിന് പുതിയ പദ്ധതികൾ പ്രഖ്യാപിച്ചു. പുതിയ പദ്ധതി പ്രകാരം, യുവ സംരംഭകർക്ക് സാമ്പത്തിക സഹായവും പരിശീലനവും ലഭ്യമാകും. ഈ സംരംഭങ്ങൾ രാജ്യത്തെ ഡിജിറ്റൽ പരിസ്ഥിതിയെ ഉയർത്തുന്നതിലേക്ക് സഹായിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",3
"കേരളത്തിലെ മണ്ണിൽ നടന്ന ആഴ്ത്തൽ സോകർ മത്സരത്തിൽ, എറണാകുളത്തെ ടീമിന് വിജയിക്കാനായി ശക്തമായ പ്രകടനം കാഴ്ചവെച്ചപ്പോൾ, അതിന്റെ നായകന് ആലക്സ് ഗോൾ അടിക്കുകയായിരുന്നു. മത്സരം 3-1 എന്ന സ്കോറിൽ സമാപിച്ചു. ഈ വിജയം ടീമിന്റെ ആത്മവിശ്വാസം വർദ്ധിപ്പിക്കുമെന്ന് പരിശീലകന്റെ അഭിപ്രായം.",1
"ഇന്നലെ നടന്ന ഐപിഎൽ ക്രിക്കറ്റിൽ ചെന്നൈ സൂപ്പർ കിംഗ്സ് മുംബൈ Indians നെതിരെ 6 വിക്കറ്റിന് വിജയിച്ചു. ധോണി മികവുറ്റ പ്രകടനം കാഴ്ചവച്ചു, 45 റൺസ് നേടി. മീണ്ടാളം മത്സരത്തിന്റെ അവസാന ഓവറിൽ ചുരുങ്ങിയ റൺസുകൾ നേടി ചെന്നൈ വിജയിച്ചപ്പോൾ ആരാധകർ ആവേശത്തിലായിരുന്നു.",1
"മലയാള സിനിമയിലെ പ്രശസ്തമായ നടി സ്മിതാ സുകുമാരന് ഇന്ന് തന്റെ 30-ാം ജന്മദിനം ആഘോഷിക്കുന്നു. തന്റെ കരിയറിലെ ഏറ്റവും മികച്ച പ്രകടനങ്ങൾക്കും വിപുലമായ ആരാധക കൂട്ടായ്മക്കും പ്രശസ്തയായ സ്മിതാ, ചിത്രത്തിന്റെ പ്രചാരണത്തിനായി സോഷ്യൽ മീഡിയയിൽ ആരാധകരോടൊപ്പം ആഘോഷങ്ങൾ പങ്കുവെച്ചു. കുടുംബം, സുഹൃത്തുക്കൾ, ആരാധകർ എന്നിവരുമായി ചേർന്ന് ആഘോഷിക്കുന്ന ഈ ദിവസം, നടിയുടെ ജീവിതത്തിലെ പുതിയ അദ്ധ്യായങ്ങൾ ആരംഭിക്കുന്നതിന്റെ സൂചനയായി കാണുന്നു.",0
"കേരളത്തിലെ വിദ്യാർത്ഥികൾക്ക് പുതിയ സാങ്കേതിക വിദ്യകൾക്ക് പ്രാപ്തി നൽകാൻ, സംസ്ഥാന സർക്കാർ 'ഇൻഫോർമേഷൻ ടെക്‌നോളജി' രംഗത്ത് ഒരു പുതിയ പദ്ധതി ആരംഭിച്ചു. ഇതിന്റെ ഭാഗമായാണ്, വിദ്യാർത്ഥികൾക്ക് കോഡിംഗ്, ഡാറ്റാ അനാലിറ്റിക്‌സ്, ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് എന്നിവയിൽ പരിശീലനം നൽകുന്നത്. ഈ പരിശീലന പരിപാടി, സ്‌കൂളുകളിൽ ആരംഭിക്കുമെന്ന് അധികൃതർ അറിയിച്ചു.",3
"കേരളത്തിലെ സാങ്കേതിക വിദ്യാ വികസനത്തിന് തുടക്കം കുറിച്ച്, സംസ്ഥാന സർക്കാർ പുതിയ പദ്ധതികൾ പ്രഖ്യാപിച്ചു. പുതിയ സ്റ്റാർട്ടപ്പുകൾക്ക് പിന്തുണ നൽകുന്നതിനായി 100 കോടി രൂപയുടെ ഫണ്ട് അനുവദിക്കും. ഈ പദ്ധതി, യുവാക്കളെ സാങ്കേതിക രംഗത്തേക്ക് ആകർഷിക്കാനും നവീന ആശയങ്ങൾ പ്രോത്സാഹിപ്പിക്കാനും ലക്ഷ്യമിടുന്നു.",3
"മലയാളത്തിൽ പുതിയ സ്മാർട്ട്ഫോൺ മോഡലുകൾ പ്രകാശനം ചെയ്തു. ഇന്നു നടന്ന ഒരു മേളയിൽ, വിവിധ കമ്പനികൾ പുതിയ സാങ്കേതികവിദ്യകളുമായി പരിചയപ്പെട്ടു. ഈ സ്മാർട്ട്ഫോണുകളിൽ കൂടുതൽ മെച്ചപ്പെട്ട ക്യാമറ, ഉയർന്ന ബാറ്ററിജീവിതം, ആധുനിക ഡിസ്‌പ്ലേ എന്നിവ ഉൾപ്പെടുന്നു. ഉപഭോക്താക്കളുടെ ആവശ്യം മനസ്സിലാക്കി വികസിപ്പിച്ചെടുത്ത ഈ ഉൽപ്പന്നങ്ങൾ വിപണിയിലെ മാറ്റങ്ങൾ കൊണ്ടുവന്നേക്കാം.",3
"ഇന്ത്യൻ ടെക് കമ്പനിയായ വിസ്താരാ, പുതിയ ജിഎൻഎസ് 5ജി സ്മാർട്ട്‌ഫോൺ പുറത്തിറക്കിയതായി പ്രഖ്യാപിച്ചു. ഈ ഉപകരണം അത്യാധുനിക ഫീച്ചറുകൾ ഉൾക്കൊള്ളുന്ന 108 മെഗാപിക്‌സൽ ക്യാമറയും, പവർഫുൾ 5000 എംഎഎച്ച് ബാറ്ററിയും ഉണ്ട്. 5ജിയിലും 4ജിയിലും മികച്ച കണക്ഷൻ ലഭ്യമാക്കുന്ന ഈ സ്മാർട്ട്‌ഫോൺ, യുവാക്കളെ ലക്ഷ്യമിട്ടാണ് ഡിസൈൻ ചെയ്തിരിക്കുന്നത്. വിപണിയിൽ ഈ മാസത്തെ അവസാനം എത്തുമെന്ന് കമ്പനി അറിയിച്ചു.",3
"ന്യൂഡൽഹിയിൽ നടന്ന ടെക്കോൺ 2023 സമ്മേളനത്തിൽ, ഇന്ത്യയിലെ പ്രമുഖ ഐടി കമ്പനികൾ പുതിയ സാങ്കേതിക വിദ്യകളുടെ വികസനത്തിൽ മുന്നേറ്റം കുറിച്ചതായി റിപ്പോർട്ട് ചെയ്തു. എഐ, ബ്ലോക്ക്‌ചെയിൻ, ഡാറ്റാ അനലിറ്റിക്‌സ് തുടങ്ങിയ മേഖലകളിൽ പുതിയ ഉൽപ്പന്നങ്ങൾ അവതരിപ്പിക്കുകയും ക്രിപ്റ്റോ കറൻസിയുടെ സുരക്ഷിതത്വം സംബന്ധിച്ചുള്ള ചർച്ചകൾ നടത്തുകയും ചെയ്തു. ഈ സമ്മേളനം, ഇന്ത്യയിലെ സാങ്കേതിക രംഗത്ത് നൂതനത്വം പ്രോത്സാഹിപ്പിക്കാൻ ഒരു വേദിയായി മാറുമെന്നാണ് പ്രതീക്ഷിക്കുന്നത്.",3
"ഇന്ത്യന്‍ ക്രിക്കറ്റില്‍ ഇന്ന് ഒരു പുതിയ തരം മത്സരം ആരംഭിക്കുമെന്ന് പ്രഖ്യാപിച്ചു. 2023-ലെ ക്രിക്കറ്റ് ലോകകപ്പ് മത്സരങ്ങള്‍ അടുത്ത മാസം ആരംഭിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു. എല്ലാ ടീമുകളും മികച്ച പ്രകടനം കാഴ്ചവെച്ച്, ലോകകപ്പ് കരസ്ഥമാക്കാന്‍ ഒരുങ്ങുകയാണ്. ഇന്ത്യന്‍ ടീമിന്റെ പരിശീലകന്‍ തന്റെ നേതൃത്വത്തിലേക്ക് പുതിയ തന്ത്രങ്ങള്‍ കൊണ്ടുവരാന്‍ ശ്രമിക്കുകയാണ്.",1
"ഇന്ത്യൻ സ്റ്റാർട്ടപ്പ് രംഗത്ത് പുതിയ മുന്നേറ്റം! ഒരു പുതിയ ആപ്പ് പുറത്തിറക്കിയിട്ടുള്ളതാണ്, ഇത് ഉപയോക്താക്കൾക്ക് അവരുടെ സാമ്പത്തിക നിയന്ത്രണം മെച്ചപ്പെടുത്താൻ സഹായിക്കുന്നു. ഈ ആപ്പിന്റെ സഹായത്തോടെ, ഉപയോക്താക്കൾ ചെലവുകളെയും വരുമാനത്തെയും എളുപ്പത്തിൽ ട്രാക്ക് ചെയ്യുകയും, ബജറ്റ് തയ്യാറാക്കുകയും ചെയ്യാൻ കഴിയും. ടെക്‌നോളജി മേഖലയിലെ വിദഗ്ധർ ഈ ആപ്പിന്റെ സവിശേഷതകൾക്ക് സജീവമായി അഭിനന്ദനങ്ങൾ അർഹിക്കുന്നു.",3
"ഞാനേഴ്സി ടെക്‌സ് 2023 സ്മാർട്ട്‌ഫോൺ മേളയിൽ നിരവധി പുതിയ ഉൽപ്പന്നങ്ങൾ അവതരിപ്പിച്ചു. പുതിയ മോഡലുകൾ മികച്ച ക്യാമറ ഫീച്ചറുകൾ, ഉയർന്ന പ്രകടനം, കൂടാതെ മികച്ച ബാറ്ററി ജീവിതം വാഗ്ദാനം ചെയ്യുന്നു. ഉപഭോക്താക്കൾക്ക് സാങ്കേതിക വിദ്യയുടെ ഏറ്റവും പുതിയ നവീകരണങ്ങൾ അനുഭവിക്കാൻ ഈ മേള സഹായിക്കും.",3
"ഇന്ത്യയുടെ സ്വദേശിയായ ടെക് സ്റ്റാർട്ടപ്പ്, എലക്ട്രിക് വാഹനം വിപണിയിൽ അവതരിപ്പിച്ചിരിക്കുന്നു. ചാലകം, പാടവം, ഇലക്ട്രിക് വാഹനത്തിന്റെ പുതിയ മോഡലുകൾ, ഉയർന്ന ഗതിശക്തിയും മികച്ച പാരിസ്ഥിതിക സൗഹൃദത്വവും വാഗ്ദാനം ചെയ്യുന്നു. ഈ വികസനം രാജ്യത്തെ ഇലക്ട്രിക് വാഹന വിപണിയുടെ വളർച്ചയ്ക്ക് വലിയ പ്രേരണ നൽകും എന്ന് പ്രതീക്ഷിക്കുന്നു.",3
"കേരളത്തിലെ വിദ്യാർത്ഥികൾക്ക് പുതിയ സാങ്കേതിക വിദ്യകളെ കുറിച്ചുള്ള ഒരു കൺഫറൻസിൽ പങ്കെടുക്കാനുള്ള അവസരം ഒരുക്കിയിരിക്കുന്നു. സാങ്കേതികവിദ്യാ രംഗത്തെ പ്രമുഖർ പങ്കെടുക്കുന്ന ഈ പരിപാടി അടുത്ത മാസം നടക്കും. വിദ്യാർത്ഥികൾക്ക് തൊഴിൽ സാധ്യതകൾ വർധിപ്പിക്കാൻ സഹായിക്കുന്നതോടൊപ്പം, നവോത്ഥാന ആശയങ്ങൾ കൈമാറാൻ ഇത് ഒരു മഹത്തായ അവസരമായിരിക്കുമെന്നു പ്രതീക്ഷിക്കുന്നു.",3
കേരളത്തിലെ ചെമ്മണ്ണൂർ ഗ്രാമത്തിൽ പുതിയൊരു വ്യവസായം ആരംഭിക്കാനുള്ള പദ്ധതികൾ പ്രഖ്യാപിച്ചു. ഈ വ്യവസായം 500 പേരെ നേരിട്ട് തൊഴിൽ നൽകും. സർക്കാർ ഈ സംരംഭത്തിന് 10 കോടി രൂപയുടെ ധനസഹായം നൽകാൻ തയ്യാറായി. ഗ്രാമവാസികൾക്കും പുതിയ അവസരങ്ങൾ ലഭിക്കും എന്ന പ്രതീക്ഷയിലാണ്.,2
"ഇന്ത്യയിലെ അണ്ടർ 19 ക്രിക്കറ്റ് ടീമിന് നയിക്കുന്ന ടാസ്‌ക് ഗഗനാണ്. കഴിഞ്ഞ ദിവസം നടന്ന ഫൈനൽ മത്സരത്തിൽ, ഇന്ത്യ 8 വിക്കറ്റുകൾക്കു മുകളിൽ വിജയം നേടിയിരിക്കുകയാണ്. ഇന്ത്യയുടെ വിജയത്തിൽ രോഹിത്, അജിത് എന്നിവർ മികച്ച പ്രകടനം കാഴ്ചവച്ചിരുന്നു. ഈ വിജയത്തോടെ, ഇന്ത്യയുടെ അണ്ടർ 19 ടീമിന് മൂന്നാമതത്തെ ലോകകപ്പ് ജയം കൈവരിച്ചിരിക്കുകയാണ്.",1
"കേരളം ഭരണകൂടം പുതിയ ഡിജിറ്റൽ ഇന്ത്യ പദ്ധതിയുടെ ഭാഗമായി, സംസ്ഥാനത്തിന്റെ എല്ലാ ഗ്രാമപഞ്ചായത്തുകളിലും ബഹുഭാഷാ ഇ-ലേണിംഗ് പ്ലാറ്റ്ഫോം ആരംഭിച്ചുവെന്ന് മുഖ്യമന്ത്രി അറിയിച്ചു. ഈ പദ്ധതിയിലൂടെ വിദ്യാർത്ഥികൾക്ക് അനായാസമായും സാങ്കേതികവിദ്യയിൽ പ്രാവിണ്യം നേടാൻ സാധിക്കും. കൂടാതെ, സ്മാർട്ട്ഫോൺ ഉപയോഗിക്കുന്ന വിദ്യാർത്ഥികൾക്ക് ക്ലാസുകൾക്ക് ആക്സസ് ലഭ്യമാക്കുന്നതിന് പ്രത്യേക ആപ്പും വികസിപ്പിച്ചു. ഇത് വിദൂരപ്രദേശങ്ങളിൽ ഉള്ള വിദ്യാർത്ഥികൾക്കു് വലിയ ഉപകാരമാകും.",3
"കഴിഞ്ഞ വർഷം കഴിഞ്ഞ്, കേരളത്തിലെ വ്യാപാര മേഖലയ്ക്ക് വലിയ വളർച്ച ഉണ്ടായി. സംസ്ഥാനത്തെ ഉപഭോക്തൃ ചെലവ് 15% വർധിച്ചതോടെ, പുതിയ സംരംഭങ്ങൾ ആരംഭിക്കുന്നതിൽ 30% വർധനവ് രേഖപ്പെടുത്തിയിട്ടുണ്ട്. സർക്കാർ പുതിയ നയങ്ങൾ അവതരിപ്പിച്ച് സംരംഭകത്വത്തെ പ്രോത്സാഹിപ്പിക്കുന്നതിനായി ശ്രമിക്കുന്നു.",2
"മലയാളത്തിന്റെ പ്രിയങ്കരനായകൻ മോഹൻലാൽ വീണ്ടും വമ്പൻ ചിത്രവുമായി എത്തുന്നു. 'ഡ്രഗൺ' എന്ന ചിത്രത്തിന്റെ ഫസ്റ്റ് ലുക്ക് പോസ്റ്റർ പുറത്തിറക്കി. ഈ ചിത്രം അടുത്ത വർഷം തിയറ്ററുകളിൽ എത്തും. ചലച്ചിത്രത്തിനെത്തിയിട്ടു നൂറു വര്ഷങ്ങൾ പിന്നിടുന്ന അവബോധത്തിൽ, മോഹൻലാൽ തന്നെയാണ് ഒരുപാട് പ്രതീക്ഷകൾ പങ്കുവച്ചിരിക്കുന്നത്.",0
"സിനിമാ ലോകത്ത് പുതിയൊരു ഉത്സവമാണ് വരുന്നത്. ഞായറാഴ്ച വെളളം സിനിമാ അവാർഡ് ചടങ്ങ് നടക്കും. നിരവധി പ്രശസ്ത താരങ്ങൾ പങ്കെടുക്കും. ഈ വർഷത്തെ മികച്ച സിനിമയും, അഭിനയവും, സംഗീതവും ഉൾപ്പെടെയുള്ള Kategorienൽ സമ്മാനങ്ങൾ ഏർപ്പെടും. ആരാധകരും സിനിമാപ്രേമികളും ഈ ചടങ്ങിനെക്കുറിച്ച് ഏറെ പ്രതീക്ഷയോടെ കാത്തിരിക്കുന്നു.",0
"കേരളത്തിന്റെ യുവ ക്രിക്കറ്ററും, ഇന്ത്യൻ ടീമിന്റെ ഭാവി പ്രതിഭയും ആയ സമിത് പാറ്റലിന്, അടുത്ത മാസത്തിൽ നടക്കുന്ന സീറോക്ക്ട് ക്രിക്കറ്റിൽ പങ്കെടുക്കാൻ അവസരം ലഭിച്ചു.  കഴിഞ്ഞ വർഷത്തെ ഐ.പി.എൽ. സീസണിൽ മികച്ച പ്രകടനം കാട്ടിയ സമിതിനെ ടീമിലെ പ്രധാന താരമായി പരിഗണിച്ചിരിക്കുകയാണ്. ഇദ്ദേഹത്തിന്റെ അനുഭവം ടീമിന് വലിയ സഹായമായേക്കുമെന്ന വിശ്വാസത്തിലാണ് ക്രിക്കറ്റിലെ വിദഗ്ധരും ആരാധകരും.",1
