text,label,model
മലയാളം കാബഡി ലീഗിന്റെ (Kabaddi Malabar League) പുതിയ സീസൺ തുടങ്ങി. പാലക്കാട്ടിൽ നടന്ന ആദ്യ മത്സരത്തിൽ തിരുവനന്തപുരം ടീം വിജയം നേടി.,1,sarvam
അരജിത്ത് മോഹൻ അടുത്ത വർഷം പുറത്തിറങ്ങാൻ നിശ്ചയിച്ചിരിക്കുന്ന പുതിയ ചിത്രത്തിന്റെ ടീസർ പുറത്തിറങ്ങി. ഈ ചിത്രത്തിൽ അരജിത്ത് ഒരു രഹസ്യ അതിഥിവേഷത്തിൽ പ്രത്യക്ഷപ്പെടുന്നതായി പ്രതീക്ഷിക്കുന്നു.,0,sarvam
ഓണസദ്യയുടെ പലായന മത്സരം ഉച്ചതലത്തിൽ എത്തിയിരിക്കുന്നു. പലായനക്കാർക്കിടയിൽ വലിയ പ്രതിസ്പർദ്ധയുണ്ട്. ഈ വർഷം മത്സരത്തിന് പുതിയ നിയമങ്ങൾ ഏർപ്പെടുത്തിയിട്ടുണ്ട്.,0,sarvam
ഇന്ത്യയിലെ വിവിധ ഭാഷകളിലെ പാട്ടുകളുടെ കൂടെ മലയാളം പാട്ടുകളും ലോകമെമ്പാടും ശ്രദ്ധ നേടിക്കൊണ്ടിരിക്കുകയാണ്. സോഷ്യൽ മീഡിയയിൽ മലയാളം പാട്ടുകളുടെ ജനപ്രീതി വർദ്ധിച്ചു.,0,sarvam
കൊച്ചിയിൽ നടന്ന ഓണസദ്യ പാചകമത്സരത്തിൽ ലക്ഷക്കണക്കിന് ആളുകൾ പങ്കെടുത്തു. ഏറ്റവും വലിയ ഓണസദ്യ തയ്യാറാക്കിയ ടീമിന് ഗണ്യമായ സമ്മാനങ്ങൾ ലഭിച്ചു.,0,sarvam
കേരളത്തിലെ ഒരു പ്രശസ്തമായ നൃത്ത സംഘം അവരുടെ പുതിയ നൃത്തപ്രകടനം യൂട്യൂബിൽ പുറത്തിറക്കി. ഇത് വൈറലായി ചില ദിവസങ്ങൾക്കുള്ളിൽ ലക്ഷക്കണക്കിന് വ്യൂസ് നേടി.,0,sarvam
"ലോകബാങ്കിന്റെ പുതിയ റിപ്പോർട്ട് പ്രകാരം, കോവിഡ്-19 പാൻഡെമിക് ലോകത്തിന്റെ അർത്ഥവ്യവസ്ഥയെ ഗുരുതരമായി ബാധിച്ചു.  വളർച്ചാ നിരക്ക് കുറഞ്ഞു വന്നത് ലോകമെമ്പാടുമുള്ള രാജ്യങ്ങളെ ബാധിച്ചു.  ഇന്ത്യയിലെ സാമ്പത്തിക വളർച്ചയിലും ഇടിവ് രേഖപ്പെടുത്തിയിട്ടുണ്ട്.",2,sarvam
ഇൻഫോസിസ് Q3 ന്റെ സാമ്പത്തിക ഫലങ്ങൾ പ്രഖ്യാപിച്ചു.  ലാഭം 15% വർദ്ധിപ്പിച്ചതായി കമ്പനി അറിയിച്ചു.  ഡിജിറ്റൽ ಸೇവനങ്ങളുടെ ഉയർന്ന ആവശ്യകതയാണ് ഇതിന് കാരണം.  ഇൻഫോസിസ് ഓഹരികൾ ബാങ്ക് സ്റ്റോറിൽ ഉയർന്നു.,2,sarvam
"സർക്കാർ 2024-ൽ ഉദയോഗ്രഹണം മെച്ചപ്പെടുത്തുന്നതിനായി പുതിയ നയങ്ങൾ അവതരിപ്പിച്ചു.  സുഗമമായ ക്ലിയറൻസ്, സബ്സിഡി, സാമ്പത്തിക സഹായം എന്നിവ ഈ പുതിയ നയങ്ങളിൽ ഉൾപ്പെടുന്നു.  വ്യവസായ മേഖലയിൽ ഇത് വലിയ സ്വാധീനം ചെലുത്തുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",2,sarvam
"ആഗോള സാമ്പത്തിക പ്രതിസന്ധികളുടെ പശ്ചാത്തലത്തിൽ സ്വർണ്ണ വില ഉയർന്നു.  ഒരു ഔൺസ് സ്വർണ്ണത്തിന് 60,000 രൂപയായി വില ഉയർന്നു.  നിക്ഷേപകർ സ്വർണ്ണത്തിൽ കൂടുതൽ താൽപ്പര്യം കാണിക്കുന്നുണ്ട്.",2,sarvam
"മലയാളം ഫുട്ബോൾ ലീഗിന്റെ (MFL) ഫൈനൽ മത്സരത്തിൽ കേരള ബ്ലാസ്റ്റേഴ്സ് എറണാകുളം സിറ്റിക്കെതിരെ വിജയിച്ച് ചാമ്പ്യൻഷിപ്പ് നേടി. സ്പോർട്സ് മത്സരത്തിന് 50,000 ആരാധകർ സാന്നിധ്യം നൽകി.",1,sarvam
"2024 ലെ പാരീസ് ഒളിമ്പിക്സിൽ ഇന്ത്യ 4 മെഡലുകൾ (2 സ്വർണം, 1 വെള്ളി, 1 വെങ്കലം) നേടിയിട്ടുണ്ട്. ജാവ്ലിൻ ത്രോയിൽ ജാൻസി ചിന്നസ്വാമി സ്വർണം നേടി.",1,sarvam
മഹിളാ ടെനിസ് താരം സാനിയ മിർസ ജനറേഷൻ സീറീസ് ടൂർണമെന്റിൽ ഡബിൾസ് ഇനത്തിൽ വിജയിച്ചു. ലോക റാങ്കിംഗിൽ ഒന്നാം സ്ഥാനത്തെത്തിയ സാനിയ ഇന്ത്യയ്ക്ക് വീണ്ടും മഹത്തായ അഭിമാനം നേടികൊടുത്തു.,1,sarvam
തിരുവനന്തപുരത്തിൽ നടന്ന ആദ്യത്തെ ഇലക്ട്രോണിക് ഡാർട്ട്ബോർഡ് മത്സരത്തിൽ യുവാക്കളുടെ പങ്കാളിത്തം വൻതോതിൽ ഉണ്ടായിരുന്നു. സംസ്ഥാന കായിക വകുപ്പ് ഈ മത്സരം സംഘടിപ്പിച്ചിരുന്നു.,1,sarvam
ഇന്ത്യൻ ബാഡ്മിന്റൺ ടീം അന്താരാഷ്ട്ര ടൂർണമെന്റിൽ സ്വർണ്ണം നേടി. ജൂനിയർ വിഭാഗത്തിൽ ഇന്ത്യൻ കളിക്കാർ മികച്ച പ്രകടനം കാഴ്ചവച്ചു.,1,sarvam
കേരള സർക്കാർ യുവാക്കളുടെ കായിക പ്രതിഭയെ പിന്തുണയ്ക്കുന്നതിനായി പുതിയ സ്പോർട്സ് അക്കാദമി വികസന പദ്ധതി ആരംഭിച്ചു. ഈ പദ്ധതി കേരളത്തിൽ കായിക സംരക്ഷണത്തിന് വലിയ മാറ്റം സൃഷ്ടിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,1,sarvam
കേരള സർക്കാർ സ്റ്റാർട്ടപ്പുകൾക്ക് ഫണ്ടിംഗും മാർഗ്ഗനിർദ്ദേശങ്ങളും നൽകുന്ന പുതിയ നയം പ്രഖ്യാപിച്ചു. ഇതിനായി 100 കോടി രൂപ നീക്കിവച്ചിട്ടുണ്ട്.,2,sarvam
അടുത്ത ത്രൈമാസത്തെ ജിഡിപി വളർച്ചാ നിരക്ക് 6.2% ആയി കുറഞ്ഞുവെന്ന് കേന്ദ്ര സ്ഥിതിവിവരക്കണക്ക് വകുപ്പ് റിപ്പോർട്ട് ചെയ്തു. ഇത് സാമ്പത്തിക വിദഗ്ദ്ധരെ ആശങ്കപ്പെടുത്തിയിട്ടുണ്ട്.,2,sarvam
ബാംഗ്ലൂരിൽ പ്രവർത്തിക്കുന്ന ഒരു ഇന്ത്യൻ സ്റ്റാർട്ടപ്പ് കമ്പനി 50 കോടി രൂപയുടെ സീഡ് ഫണ്ടിംഗ് ലഭിച്ചതായി പ്രഖ്യാപിച്ചു. ഈ നിക്ഷേപം ആർട്ടിഫിഷ്യൽ ഇന്റലിജൻസ് ടെക്നോളജിയിൽ ഉപയോഗിക്കാനാണ്.,2,sarvam
ആഗോള സാമ്പത്തിക പ്രതിസന്ധികൾ ഇന്ത്യയിലെ ഇറക്കുമതി-എക്സ്പോർട്ട് വ്യവസ്ഥയെ ബാധിച്ചിട്ടുണ്ടെന്ന് വ്യാപാര മന്ത്രാലയം റിപ്പോർട്ട് ചെയ്തു. ഇതിനെത്തുടർന്ന് പുതിയ നടപടികൾ സ്വീകരിക്കാൻ തീരുമാനിച്ചു.,2,sarvam
"ക്ലൈമേറ്റ് ചേഞ്ച് പശ്ചാത്തലത്തിൽ, സുസ്ഥിരമായ വ്യവസായ മാതൃകകൾ പ്രോത്സാഹിപ്പിക്കുന്നതിനായി സർക്കാർ പുതിയ നയങ്ങൾ രൂപീകരിക്കുകയാണ്. ഇതിനായി 200 കോടി രൂപയുടെ ഫണ്ട് സൃഷ്ടിച്ചു.",2,sarvam
1. **ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന് ചീഫ് കോച്ച് മാറ്റം** ഇന്ത്യൻ ക്രിക്കറ്റ് ടീമിന്റെ ചീഫ് കോച്ച് സ്ഥാനത്തുനിന്ന് രാജിനമ സമ്മർപ്പിച്ചുവെന്ന് ബി.സി.സി. പ്രഖ്യാപിച്ചു. പുതിയ കോച്ചായി അനില്‍ കപൂര്‍ നിയമിതനാകുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,1,sarvam
ദേശീയ മാരത്തൺ ചാമ്പ്യൻഷിപ്പിൽ പുതിയ റെക്കോർഡ് സ്ഥാപിച്ച ജയന്‍ സൃഷ്ടിന് സർക്കാർ പുരസ്കാരം പ്രഖ്യാപിച്ചു. 2 മണിക്കൂറിനുള്ളിൽ 42 കിലോമീറ്റർ പൂർത്തിയാക്കിയ അവർ ലോക റെക്കോർഡുകളോട് സമനിലയിലാണ്.,1,sarvam
ലോകകപ്പിനായുള്ള യോഗ്യതാ ടൂർണമെന്റിൽ ഇന്ത്യൻ ടീം മികച്ച പ്രകടനം നടത്തി. അടുത്ത റൗണ്ടിലേക്ക് മുന്നേറാനുള്ള സാധ്യത വർദ്ധിച്ചു.,1,sarvam
ഓളിമ്പിക്സ് 2024-ൽ മെഡൽ കണക്കിലെത്തുന്നതിനായി സ്പെഷ്യൽ ട്രെയിനിംഗ് പ്രോഗ്രാം ആരംഭിച്ചുവെന്ന് കായിക മന്ത്രാലയം പ്രഖ്യാപിച്ചു.  യുവ താരങ്ങൾക്ക് പ്രാധാന്യം നൽകുന്ന പദ്ധതിയാണിത്.,1,sarvam
രാജ്യത്തെ വിവിധ ജില്ലകളിൽ നിന്നുള്ള യുവാക്കള്‍ പങ്കെടുത്ത കേരള യൂത്ത് ഗെയിംസിലെ വിജയികൾക്ക് സർക്കാർ സാമ്പത്തിക സഹായം പ്രഖ്യാപിച്ചു.  സ്പോർട്സ് വികസനത്തിന് പിന്തുണ നൽകുന്നതിനായി ഇത് നടത്തിയതാണ്.,1,sarvam
കാസിനോ എന്ന പുതിയ മലയാള സിനിമ ബോക്സോഫീസിൽ വൻ വിജയം നേടി. നായകന്റെ അഭിനയവും കഥാപാത്രങ്ങളും പ്രേക്ഷകരെ ആകർഷിച്ചു.,0,sarvam
പ്രശസ്ത ഗായിക ശ്രേയ ഘോഷാൽ പുതിയ ഒരു ഗാനം പുറത്തിറക്കി. ഈ ഗാനം സോഷ്യൽ മീഡിയയിൽ വൈറലായി.,0,sarvam
ഇന്ത്യൻ ക്രിക്കറ്റ് ടീം ലോകകപ്പിന്റെ ഫൈനലിൽ എത്തി. ഫൈനൽ മത്സരം നാളെ നടക്കും.,0,sarvam
നടൻ മമ്മൂട്ടി പുതിയ ഒരു സിനിമയിൽ സംവേഷണം നടത്തുകയാണ്. ഈ സിനിമയുടെ ടീസർ ഇന്ന് പുറത്തിറങ്ങി.,0,sarvam
കേരളത്തിലെ പ്രശസ്ത സംഗീതോത്സവം ഇന്ന് ആരംഭിച്ചു. നിരവധി പ്രേക്ഷകർ ഇത് കാണാൻ എത്തിച്ചേർന്നു.,0,sarvam
കേരള സർക്കാർ സ്റ്റാർട്ടപ്പുകൾക്ക് ഫണ്ടിംഗും മാർഗ്ഗനിർദ്ദേശങ്ങളും നൽകുന്ന പുതിയ പദ്ധതി ആരംഭിച്ചു. ടെക് സംരംഭങ്ങൾക്ക് പ്രത്യേക ശ്രദ്ധ നൽകുന്ന ഈ പദ്ധതി യുവാക്കളുടെ സംരംഭശീലത്തെ പ്രോത്സാഹിപ്പിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,2,sarvam
"2023-24 ലെ മൂന്നാം ത്രൈമാസത്തെ ജിഡിപി വളർച്ച 7.2% ആയി പ്രഖ്യാപിച്ചു. സേവന, വ്യവസായ മേഖലകളിലെ മികച്ച പ്രകടനം ഇതിന് കാരണമായി.",2,sarvam
ആഗോള സാമ്പത്തിക പ്രതിസന്ധികൾക്കെതിരെ പോരാടുന്നതിനായി ലോകത്തിലെ ധനകാര്യ മന്ത്രിമാർ ഒരു സമ്മേളനം നടത്തി. വിലവർദ്ധനവ് നിയന്ത്രിക്കാനുള്ള നടപടികൾ ചർച്ച ചെയ്തു.,2,sarvam
"ഓണത്തിന്റെ സമയത്ത് കേരളത്തിൽ ഉപഭോഗവ്യയത്തിൽ വൻതോതിലുള്ള വർദ്ധനവ് രേഖപ്പെടുത്തി. ഹോട്ടലുകൾ, റീട്ടെയിൽ സ്റ്റോറുകൾ, ടൂറిజം മേഖലകൾക്ക് ലാഭം നേടി.",2,sarvam
ചെറുകിട വ്യവസായങ്ങൾക്ക് നൽകുന്ന കോവിഡ്-19 ലോൺ മാഫി പദ്ധതി മൂന്ന് മാസത്തേക്ക് നീട്ടി. ഇത് സാമ്പത്തിക പുനരധിവാസത്തിന് വലിയൊരു പടി ആയി കണക്കാക്കുന്നു.,2,sarvam
സർക്കാർ ക്രിപ്റ്റോ കറൻസി വിപണിയെ നിയന്ത്രിക്കുന്നതിനായി പുതിയ നിയമനിർമ്മാണം തയ്യാറാക്കുന്നുണ്ട്.  ക്രിപ്റ്റോ കറൻസി ഇടപാടുകളെ ചട്ടക്കൂടിനുള്ളിൽ കൊണ്ടുവരാൻ ഈ നിയമം ലക്ഷ്യമിടുന്നു.  നിയമത്തിന് കീഴിൽ കർശനമായ നിയന്ത്രണങ്ങൾ ഏർപ്പെടുത്താൻ സാധ്യതയുണ്ട്.,2,sarvam
2023-ൽ ഇന്ത്യയിലെ കാർഷിക ഉൽപാദനത്തിൽ ശ്രദ്ധേയമായ വർദ്ധനവ് രേഖപ്പെടുത്തി.  പ്രത്യേകിച്ച് ധാന്യങ്ങളുടെയും പഴങ്ങളുടെയും ഉൽപാദനത്തിൽ വലിയ മുന്നേറ്റം ഉണ്ടായി.  കർഷകരുടെ സാമ്പത്തിക സ്ഥിതി മെച്ചപ്പെടുത്തുന്നതിന് ഇത് സഹായിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.,2,sarvam
ഓൺലൈൻ ഷോപ്പിംഗ് വിപണിയിൽ വൻതോതിലുള്ള വളർച്ച രേഖപ്പെടുത്തിയിട്ടുണ്ട്.  സ്മാർട്ട്ഫോണുകളുടെ ഉപയോഗവും ഇന്റർനെറ്റ് സൗകര്യവും വർദ്ധിച്ചത് ഇതിന് കാരണമായി.  ഇ-കൊമേഴ്സ് വിപണി ഇന്ത്യയിൽ തീവ്ര വേഗത്തിൽ വികസിക്കുന്നുണ്ട്.,2,sarvam
ഓളിമ്പിക്സ് 2024-ൽ മെഡൽ കൗണ്ട് വർദ്ധിപ്പിക്കാനായി സ്പെഷ്യൽ ട്രെയിനിംഗ് ക്യാമ്പ് ആരംഭിച്ചുവെന്ന് സ്പോർട്സ് മന്ത്രാലയം അറിയിച്ചു. യുവ കായികതാരങ്ങൾക്ക് പ്രത്യേക ശ്രദ്ധ നൽകും.,1,sarvam
മലയാളത്തിലെ പത്രപ്രവർത്തകരുടെ ടീം ഒരു മാരത്തൺ ഓട്ടത്തിൽ പങ്കെടുത്തു. ദേശീയ തലത്തിൽ മികച്ച പ്രകടനത്തിന് അവർക്ക് പ്രശംസ നേടിയെടുത്തു.,1,sarvam
റിലയൻസ് ജിയോ 5G സേവനത്തിന്റെ വ്യാപ്തി വർദ്ധിപ്പിക്കുന്നതിനായി പുതിയ ഫ്രീക്വൻസി ബാൻഡുകൾ ഉപയോഗിച്ച് പല പടിപ്പുകളും പുറത്തിറക്കി. ഇത് ഗ്രാമീണ പ്രദേശങ്ങളിലെ ഇന്റർനെറ്റ് സേവനം മെച്ചപ്പെടുത്തുമെന്ന് പ്രതീക്ഷിക്കുന്നു. 5G സാങ്കേതികവിദ്യയുടെ വേഗതയും സ്ഥിരതയും മുൻപത്തേക്കാൾ കൂടുതലാണ്.,3,sarvam
"സൈബർ ഭീഷണികളുടെ എണ്ണത്തിൽ ഗണ്യമായ വർദ്ധനവ് ഇന്ത്യയിൽ രേഖപ്പെടുത്തിയിട്ടുണ്ട്. ഫിഷിംഗ്, റാൻസമ്വെയർ എന്നിവയാണ് പ്രധാന ആക്രമണ രീതികൾ. സൈബർ സുരക്ഷാ വിദഗ്ദ്ധർ പുതിയ തന്ത്രങ്ങൾ വികസിപ്പിക്കുന്നതിലാണ് ശ്രദ്ധ കേന്ദ്രീകരിച്ചിരിക്കുന്നത്.",3,sarvam
"കൃഷി മേഖലയിൽ AI-യുടെ ഉപയോഗം വ്യാപകമാകുന്നുണ്ട്. വിളവ് പ്രവചനം, രോഗ നിരീക്ഷണം, മണ്ണിന്റെ സ്ഥിതി വിശകലനം തുടങ്ങിയവയിൽ AI സാങ്കേതികവിദ്യ ഫലപ്രദമായി പ്രയോഗിക്കുന്നു. ഇത് കർഷകരുടെ ജീവിതം എളുപ്പമാക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",3,sarvam
"2025-ഓടെ ഇന്ത്യയിൽ 10,000 ഇലക്ട്രിക് വാഹന ചാർജിംഗ് സ്റ്റേഷനുകൾ സ്ഥാപിക്കാൻ സർക്കാർ പദ്ധതിയിടുന്നു. പരിസ്ഥിതി സൗഹൃദമായ ഗതാഗതത്തിനുള്ള ഈ ശ്രമം EV ഉപയോഗം വർദ്ധിപ്പിക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു.",3,sarvam
ക്വാണ്ടം കമ്പ്യൂട്ടിംഗ് മേഖലയിൽ ഇന്ത്യ പുതിയ ഗവേഷണ പദ്ധതി ആരംഭിച്ചു. ഈ സാങ്കേതികവിദ്യ വഴി ജटിലമായ പ്രശ്നങ്ങൾക്ക് വേഗത്തിൽ പരിഹാരം കണ്ടെത്താനാകുമെന്ന് വിദഗ്ദ്ധർ പറയുന്നു.,3,sarvam
രാജ്യത്തെ വിവിധ ജില്ലകളിൽ നിന്നുള്ള യുവ കായിക താരങ്ങൾ കേരള യൂത്ത് ഗെയിംസിൽ മികച്ച പ്രകടനം നടത്തി. സർക്കാർ വിജയികൾക്ക് നല്ല സമ്മാനങ്ങൾ പ്രഖ്യാപിച്ചു.,1,sarvam
അരജിത്ത് മോഹൻ അടുത്ത വർഷം പുറത്തിറങ്ങാൻ നിശ്ചയിച്ചിരിക്കുന്ന 'കാവലാളി 2' എന്ന ചിത്രത്തിന്റെ ടീസർ പോസ്റ്റർ പുറത്തിറങ്ങി.  ഫിലിമിലെ വില്ലൻ കഥാപാത്രത്തിന് അരജിത്ത് മോഹൻ നൽകുന്നതാണ് ഈ ചിത്രത്തിന്റെ പ്രത്യേകത.,0,sarvam
കൊച്ചിയിലെ ജവഹർലാൽ നെഹ്റു സ്റ്റേഡിയത്തിൽ നടന്ന 'സംഗീത മഹോത്സവം'യിൽ യശോചിത്ര ഒരു സ്പെഷ്യൽ സോങ്ങ് അവതരിപ്പിച്ചു.  സ്നേഹിതരുടെയും കലാസംവിധാനങ്ങളുടെയും സാന്നിധ്യത്തിൽ അവതരണം അത്യന്തം ഓർമ്മകളാക്കി.,0,sarvam
'നീലാകാശം' എന്ന പുതിയ ചിത്രത്തിലൂടെ അരങ്ങേറ്റം കുറിക്കുന്ന നയന് തീവ്രമായ പ്രതികരണം നേടിയിട്ടുണ്ട്.  ചിത്രത്തിന്റെ ട്രെയിലർ ഇന്ന് ഓൺലൈനിൽ പുറത്തിറങ്ങി.,0,sarvam
"പ്രശാന്ത്, തന്റെ സിനിമാ ജീവിതത്തിൽ നിന്ന് ഒരു ഇടവേളയെടുത്ത് സ്വകാര്യ ജീവിതത്തിൽ ശ്രദ്ധ കേന്ദ്രീകരിക്കാനായി തീരുമാനിച്ചു.  അടുത്ത മാസം അദ്ദേഹം സ്വപ്നതുല്യയെ വിവാഹം കഴിക്കാൻ തയ്യാറെടുക്കുന്നു.",0,sarvam
'സംഗീത പാലം' എന്ന പേരിൽ ഒരു പുതിയ വെബ് സീരീസ് മലയാള ക്ലാസിക്കൽ സംഗീതത്തിന്റെ ചരിത്രവും പ്രാധാന്യവും പുതിയ തലമുറയ്ക്ക് പരിചയപ്പെടുത്തുന്നു.  ഇന്ന് അതിന്റെ ആദ്യ എപ്പിസോഡ് റിലീസ് ചെയ്തു.,0,sarvam
അരജിത്ത് മോഹൻ അടുത്ത വർഷം പുറത്തിറങ്ങാൻ നിശ്ചയിച്ചിരിക്കുന്ന പുതിയ ചിത്രത്തിന്റെ ടീസർ പുറത്തിറങ്ങി. ഈ ചിത്രത്തിൽ അരജിത്ത് ഒരു രഹസ്യ അതിഥിവേഷത്തിൽ പ്രത്യക്ഷപ്പെടുന്നതായി പ്രതീക്ഷിക്കുന്നു. ഫാൻസർമാർ ആകാംക്ഷയോടെ കാത്തിരിക്കുന്നു.,0,sarvam
പ്രശസ്ത സംഗീത സംവിധായകൻ ഗോപി സുന്ദർ പുതിയൊരു ഗാനം പുറത്തിറക്കി. ആധുനിക ശൈലിയിലുള്ള ഈ ഗാനം സോഷ്യൽ മീഡിയയിൽ വൈറലായിട്ടുണ്ട്. യുവാക്കൾ ഇതിനെ വലിയൊരു ഹിറ്റ് ആയി പ്രഖ്യാപിക്കുന്നു.,0,sarvam
